block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,0DA35960AC73947F415949EDAF885E1A9A186370,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,9B2D81FF1268365847546044CBAD688382D6B664,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,DC00DA048EC40BF29530626601840B18F48AC8A5,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,003E6F7A2FD88BAA3E2117945671FE0D994E171D,0385B199514F483871B7B801A923BF53977B2916,03EABFB8409C4F62A732A3D728ACAA2E13403F50,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,0E311E3634B0F6F5959F9394577233D6882625D0,103CC3FC5E90C04EE208BD0716DC889552926EF8,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,16625311355C4993FDA69D218875CAEB783F66D5,1E3AFDD98E0E1AEB50E7E7BE7BB78B71AB9FE1BA,214752CFB2CD5CB00EC625739C224AA406226D0E,305013CCA69866DA942265649D56B57D4F2545CC,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,361FD80BB7893C4B4104D0D7A8C931F362D170D8,3B9916B501C53E38015676282F14E2AAF025F6C5,3D42458DD811C921CDA2A080FB018CBBA2B91CFD,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,42890EEA7E9B02890605135356D90B6433A47749,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,52479C885E73D2F570D47E5F0433785051350DD1,52EA1C24DA94C67A8FED7C46E18A1CFC476D5717,55EACF6E14726E13F973903614087867404DF2CA,59CC9F852235473DF57BCEF37C60F3A29DB36811,5A22861F57F12829B68A022FB805685A4E5850C3,5BED074FAD72B341DE26B43628F2FE0917AC1D63,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,671C08BB55C1C242DC5A342889CD8C0071893FF9,71F5F0A14FA5CA88122A26569B0C3A9E3C6E5CAF,76D9967474B62835E703A577101D1FD35F84D36B,79FA40E44DECB3893E3646B58AA13C7FE898BE91,7A6A631756F2B240CBDFA81DF654DABA599C0F33,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,8A73C4B75E360FF191B844A61B8845A0AD65D208,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,95E3F1574DDB503F0380D98A976E0CF8469B874F,96884BE29D4D231AFB90D034748286D51A6BE943,97075D998C11771B38AAA0ACFBFDF09EED078BC9,98051EE9D111826D0A03BBDD0334C7C246FC4636,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,AA77A443F849606A4A8EB1639752068C1A2EEA5E,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,BACE01F066D7C3344AA194E1A1B6FBF6FE8EBE1C,C43B466D9C3A60859B66A48E0B54C662BC701FB5,C759989AB500EDF629C4CED1267CA30F660E4024,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,CC05882978FC5FDD6A7721687E14C0299AE004B8,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,CDA3887D2F0865E84BAC9C8241D4B5FF39591D28,D02B29F69E6BFC3E241F38162E82EE4C78D8DDA9,D0639638EF73670D4813E9D034F4499667B3BE7E,D4686840675436000E9B33B8A58193B9406ADDA3,D5D3EB2E5E2360782FAFAB7C0B3C45BFFB1587AB,DB5EF3A174014515A046E80E3164E22414123614,DDF94D41B15E7A77122259D83B2BDCF474540337,E12D86AC279259CBB0CC1D2C5DA9FADE3FD8D24F,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,E2CDB3113C0392603810E16929C86C013A46F540,E63597E3F46F3A8C82379A72D37FD7D280E832FA,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,F54306AE4536A8818B3BCB46D156403FCE944650,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,F7DF9EF920DFBCDCA1F382151685A69500BAF630,F98B3014AF2F2A5C8852263D65A0B679FB799B8C,23D4A4484D4D868427369088C4D0A2E56DAAF465,3CC44C72DFD38D8538F1AC2443E540CCA730261C,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,7B0DE97C082AE7911928004FE8B145AA1FF56038,9797557328079BB3D3E588DAD873F0EA6C098C10,FDE7B9EDA5E8D918BA04235FA304AA3CE82C04C1,4544EF788285E35826DB28EC62FD704554CC7156,B4775B0FEBDFE023D6E24748BDD0B39F8366A8DD,B45362A682176E95B35B2084405D4F50A77F9CCA,8951CFD2B94DE0CF7BFF747C367F85095B83EB28,92E7331517D289430B70AB407BF9FA797403A470,93F3ACB2D3DD657C069E80405D37CEFCE5DEB2AC,FD9B65D22E19A8A6D34E02491CCDA7F4D0C48BC5,BE4D9D67579D9E9ECFD32B39AB2EAF988FA7A956,279009E814C0F2CE0B21E565512DBF4DCE9923C3,6B1CC4FF7E65DDAEA347F0DBA0DE8911139D3241,D9448D1A507A0F792C25F4FEAE01DDBC4748CA82,6D9D14A2729BA5F02AF203ABAFD5CE8284DD2670,6406B7B10A978323E679E226F0D3546E0470B864,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,F649FD83C9557B080DBA654B506634F8AD87555F,1221F0F28823F9D5239F0B2CB9575944AA23E61A,292B3711E4423C2F47B7BE58BF72EF2BD0770CF0,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,C56B6EDB0F598797F625C717A740658CFDE49F86,7149CA24B79EE0E073B9ED04C232A9E9753FBAC9,5DEF681F8F155ACB4939294C20DF4FF00E8680B4,1C4A305A101EDFB122E8C15289F036C98986FCDB
37362,2022/11/23 20:25:20,NEW_VALSET:PCHEIGHT/262256,02F24C881D71FB9905BC9C93CA49F143F7416C628BAF9DE406D6F94C0DBD5C96,5E1583635223A83E67B929D0B9E0BA31D37107423EF28CC8DF2D9802AF21BDF0,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110844,670100004,784,418,310,300,142,104,95,98,100,0,90,100,90,100,90,90,99,90,90,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,96,100,100,100,91,0
37398,2022/11/23 20:28:22,NEW_VALSET:PCHEIGHT/262292,0D84107119B7518AF1B495CD7AC70A355D8AF39F3E45748AEC9A14510063C9E1,43EBAF026610E7D447F46434F45D501522708107AC06DA286C42DC6934365307,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110846,670100004,784,418,310,300,142,104,95,98,100,0,90,100,90,100,90,90,99,90,90,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,98,100,100,100,91,0
37434,2022/11/23 20:31:24,NEW_VALSET:PCHEIGHT/262328,98B3C555BC5B44F2435E3B163B0EE64313B1238CC06B0BBD84FDED1E9D1EDF2B,2F46E22C4FECCF29410354B7708AFF3E468E5E4E4D664C3882A2A2D2E5D1DDE3,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110848,670100004,784,418,310,300,142,104,95,98,100,0,90,100,90,100,90,90,99,90,90,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
37506,2022/11/23 20:37:28,NEW_VALSET:PCHEIGHT/262400,F0AD3086B70EAC6F373A362B03B92FADC842B89D940E3BF60F12F6F0C268E9C2,90D1B5F422F5D6E580EC76194E91CC3E98E2047E9F86CBEE884633B2B3F4DE3D,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110849,670100004,784,418,310,300,142,104,95,98,100,0,90,100,90,100,90,90,99,90,91,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
37542,2022/11/23 20:40:30,NEW_VALSET:PCHEIGHT/262436,E07173DCCB247C0A52F2A8ACD35C4C666F614F67EF3A0FBF3F5F0B72BA7E2282,A08253FE6D1D70A28D5F90B9AD259DF1197538254E96A9E7751263485C44E97B,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110851,670100004,784,418,310,300,142,104,95,98,100,0,90,100,90,100,90,90,99,90,93,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
37578,2022/11/23 20:43:32,NEW_VALSET:PCHEIGHT/262472,8D0078381971B59FB4A44A390E64261F7A06C07DBF5F59A67BB2A8F442A43C26,4E0BA2603F198422023B5A5825D39C9071AF807E48B7F1B0E16D3BC486711B79,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110854,670100004,784,418,310,300,142,104,95,98,100,0,90,100,90,100,90,90,99,90,96,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
37614,2022/11/23 20:46:34,NEW_VALSET:PCHEIGHT/262507,883081F5692EAE1B531170DB84FAB9F38504A12672DD2F4FF6DF3FE302766308,89E48842A34ECBAF83A44C4337981ED30E6EFD2EE8D9FF25E0257631520C2BDD,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110856,670100004,784,418,310,300,142,104,95,98,100,0,90,100,90,100,90,90,99,90,98,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
37650,2022/11/23 20:49:36,NEW_VALSET:PCHEIGHT/262543,23487C87681EF66FAA23501B94D6CC5942E5B4097022B690FD8814978A66E208,DF8BA09217B7A6A0AB7BC756250A617D53930ACD5BABA13848EEBCF7B18206CC,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110858,670100004,784,418,310,300,142,104,95,98,100,0,90,100,90,100,90,90,99,90,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
37722,2022/11/23 20:55:39,NEW_VALSET:PCHEIGHT/262615,105D94A821FFDC0335C2ABBDFED82077F722F09D046915155D3865EA62D92DFD,7F21152B292D25BF7D8E3BF6A66E7A5DBBCF956AC9148C96D98531FE420E05BF,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110859,670100004,784,418,310,300,142,104,95,98,100,0,90,100,90,100,90,90,99,91,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
37758,2022/11/23 20:58:41,NEW_VALSET:PCHEIGHT/262651,80555DCD67D50BC62EB378C112D4C47D7D41590E8E925E8844B369AB39DB80BC,79299CD9599140875DDADC91C3DF45182499BE4E3401023E624BAC5FEEE2A601,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110861,670100004,784,418,310,300,142,104,95,98,100,0,90,100,90,100,90,90,99,93,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
37794,2022/11/23 21:01:43,NEW_VALSET:PCHEIGHT/262687,0A07C2BED7541739CAE19F8BB620CC2F0D6860DBC6E943CFF7AD9141BBF781D6,79EFB811D6433CE10ABC4CC6A08B6216460C67871814CFA09F115493DB4C0F7F,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110864,670100004,784,418,310,300,142,104,95,98,100,0,90,100,90,100,90,90,99,96,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
37830,2022/11/23 21:04:45,NEW_VALSET:PCHEIGHT/262723,FF74106C11AB2C7B98A375D1C5596746F396155C19AE4B9FC4116B12FDC43AA8,6047BE9806667055106B68A97AE8EF2CE2BB42065FC49B1E5D51123D8715D0AF,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110866,670100004,784,418,310,300,142,104,95,98,100,0,90,100,90,100,90,90,99,98,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
37866,2022/11/23 21:07:46,NEW_VALSET:PCHEIGHT/262759,408603E3CC0FAA232827893B9FC74E93D3717FAA3CC7EF2E208FD996FA113C14,DF99F982B41D33C8AACAB761227D192633F6F5E43F3EB4BD5D3B9FEF930E4EE8,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110868,670100004,784,418,310,300,142,104,95,98,100,0,90,100,90,100,90,90,99,100,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
37938,2022/11/23 21:13:50,NEW_VALSET:PCHEIGHT/262831,DFA7634EB910B477EF32D28004BAA0DAB06A323B3D96F0961E1D21A135FBF230,D197DD3274D56C5D20CCA18D54D1976ECE0FF2F1C631C70D0CF25C9209BB91B4,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110869,670100004,784,418,310,300,142,104,95,98,100,0,91,100,90,100,90,90,99,100,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
37973,2022/11/23 21:16:47,NEW_VALSET:PCHEIGHT/262866,095EE8A5697B916AF5EFBDEC26207DFB56CF85BA1E4CFF5C877CE3830BA51725,54580FD07067298BA4EEB155C08F86671F5CDD4E2704F266EE782E881E317F1D,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110871,670100004,784,418,310,300,142,104,95,98,100,0,93,100,90,100,90,90,99,100,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
38009,2022/11/23 21:19:48,NEW_VALSET:PCHEIGHT/262902,1C9282F364CA2C789312B896A84EE7E5B1B24973697585AC197602A6796145C1,5161F4FE2DF1D38440A88C4F49B0E27376EE80F13636DA11C592886186449529,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110874,670100004,784,418,310,300,142,104,95,98,100,0,96,100,90,100,90,90,99,100,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
38130,2022/11/23 21:29:59,NEW_VALSET:PCHEIGHT/263023,E7E5520D5E6D45DD60978CB1D35F622EB2A0098248AE3FFF357E6A4D71EF71CA,D4DA6141FD39AF5A3B3765F3B311DEACC2F90B92E73EB79CED08D04A42C9FEF1,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110875,670100004,784,418,310,300,142,104,95,98,100,0,96,100,90,100,91,90,99,100,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
38166,2022/11/23 21:33:01,NEW_VALSET:PCHEIGHT/263059,5568402556B09E1F54B4A977ACD45910486B15359D983266D9D8EE8F85BE3B0E,53D449CCFA71F52DDA5E3E3D51AB51A2FA8DCB89F2DCBE067464114DB3B12B17,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110877,670100004,784,418,310,300,142,104,95,98,100,0,96,100,90,100,93,90,99,100,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
38202,2022/11/23 21:36:03,NEW_VALSET:PCHEIGHT/263095,8459301CDCD88CFF95CC727456A512E3E946DA4AC4FC30F98494F790E955800C,F743CB6606AAB4811F12A6AFF96BCC96B86E282B64F735A87CE357772823DEA8,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110880,670100004,784,418,310,300,142,104,95,98,100,0,96,100,90,100,96,90,99,100,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
38238,2022/11/23 21:39:05,NEW_VALSET:PCHEIGHT/263131,AE3DFE1BC2AFD7CBF033ADB477E3E37D29BB8E993DF0D0AD8CB272E640791555,D84F72D9B5634A621594529211D6A8527A3B69448C16111A360243BC900CF57C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110882,670100004,784,418,310,300,142,104,95,98,100,0,96,100,90,100,98,90,99,100,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
38274,2022/11/23 21:42:07,NEW_VALSET:PCHEIGHT/263167,D81C0A023AE30F6CBCA4D055B3FBAC4EE85715449D5B16C6856B372B36569007,FC23D85DCE2B6E243DEABEEF75D96912DCC476E24D38BA705309B183D0278480,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110884,670100004,784,418,310,300,142,104,95,98,100,0,96,100,90,100,100,90,99,100,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
38332,2022/11/23 21:46:59,NEW_VALSET:PCHEIGHT/263225,6BDC322917378411F0466B2F4F634A2571BA8767F9234CD041EEB927CA1FBEB4,999D320373A4FA51786FB6A42BE504391967BEE4CF4CE98B44B65AE638FF4DCC,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110886,670100004,784,418,310,300,142,104,95,98,100,0,96,100,92,100,100,90,99,100,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
38368,2022/11/23 21:50:01,NEW_VALSET:PCHEIGHT/263261,9826F83349AB43195B00C2D0211E1E3AF79804CC6C4D7EB8F1914279D2888F01,C21A6F08BC6A27029E7FEE8CF600DC5E55453E9BA32EB4C259AAA9F1698DDA78,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110890,670100004,784,418,310,300,142,104,95,98,100,0,96,100,96,100,100,90,99,100,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
38404,2022/11/23 21:53:03,NEW_VALSET:PCHEIGHT/263297,81E9B9E7A2CF6DD9AFB7D99B2F897102EB504B40DEB0353E708CE6A740B8BCA2,F41CD6A263CF44011569E6327A5DF57091B1AF36F3F4802C73FF40A8C788C086,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110892,670100004,784,418,310,300,142,104,95,98,100,0,96,100,98,100,100,90,99,100,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
38439,2022/11/23 21:55:59,NEW_VALSET:PCHEIGHT/263332,4CD29530C131D9AAB5078FA12108BEAE16BB597C32CA5A16A82733AA55474095,822C7A294ABDB01B8F94B49F020BE65B74EEFECE5ECE52F2B0CCC6A1114637BA,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110894,670100004,784,418,310,300,142,104,95,98,100,0,96,100,100,100,100,90,99,100,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,91,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
38511,2022/11/23 22:02:03,NEW_VALSET:PCHEIGHT/263404,74FE3827B49FB89111F9821C1A57A4DA585E05234044B5E63585BC87744C6477,F69F8625EBFAAE3AAB39B032A2BE7FF82F8D7575A896AB7BDD8F444773C49B80,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110895,670100004,784,418,310,300,142,104,95,98,100,0,96,100,100,100,100,90,99,100,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,92,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
38547,2022/11/23 22:05:05,NEW_VALSET:PCHEIGHT/263440,FF1C70CCACD309CFA8F00CD83155F8E92D647407D7BAE3FE0E357C49FE248035,AD23FFA040084E5F61039F74A8F1DC75865A55A4F2648F9A80CDA0B51DBD7C13,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110896,670100004,784,418,310,300,142,104,95,98,100,0,96,100,100,100,100,90,99,100,100,109,99,97,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,98,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,91,0,98,93,92,100,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,100,100,100,99,91,91,100,0,0,0,0,0,0,0,0,100,98,110,0,0,100,100,100,100,91,0
