block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,0DA35960AC73947F415949EDAF885E1A9A186370,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,103CC3FC5E90C04EE208BD0716DC889552926EF8,F98B3014AF2F2A5C8852263D65A0B679FB799B8C,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,3B9916B501C53E38015676282F14E2AAF025F6C5,8A73C4B75E360FF191B844A61B8845A0AD65D208,52479C885E73D2F570D47E5F0433785051350DD1,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,D5D3EB2E5E2360782FAFAB7C0B3C45BFFB1587AB,24FB157F1CBAE56079359C2612FE67712CE96426,95E3F1574DDB503F0380D98A976E0CF8469B874F,003E6F7A2FD88BAA3E2117945671FE0D994E171D,0385B199514F483871B7B801A923BF53977B2916,03EABFB8409C4F62A732A3D728ACAA2E13403F50,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,16625311355C4993FDA69D218875CAEB783F66D5,1E3AFDD98E0E1AEB50E7E7BE7BB78B71AB9FE1BA,1FE501A7E4CF0498BB3AB22F64D412C813F81119,292B3711E4423C2F47B7BE58BF72EF2BD0770CF0,305013CCA69866DA942265649D56B57D4F2545CC,361FD80BB7893C4B4104D0D7A8C931F362D170D8,3D42458DD811C921CDA2A080FB018CBBA2B91CFD,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,42890EEA7E9B02890605135356D90B6433A47749,4544EF788285E35826DB28EC62FD704554CC7156,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,52EA1C24DA94C67A8FED7C46E18A1CFC476D5717,55EACF6E14726E13F973903614087867404DF2CA,59CC9F852235473DF57BCEF37C60F3A29DB36811,5BED074FAD72B341DE26B43628F2FE0917AC1D63,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,671C08BB55C1C242DC5A342889CD8C0071893FF9,6D9D14A2729BA5F02AF203ABAFD5CE8284DD2670,71F5F0A14FA5CA88122A26569B0C3A9E3C6E5CAF,74E05D7EAFA7BBEA4B22A2AFFBB1CA6F97470B35,76D9967474B62835E703A577101D1FD35F84D36B,79FA40E44DECB3893E3646B58AA13C7FE898BE91,7A6A631756F2B240CBDFA81DF654DABA599C0F33,7B0DE97C082AE7911928004FE8B145AA1FF56038,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,87E92A42607017088F85061E20727BE3CFF61999,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,96884BE29D4D231AFB90D034748286D51A6BE943,97075D998C11771B38AAA0ACFBFDF09EED078BC9,9797557328079BB3D3E588DAD873F0EA6C098C10,98051EE9D111826D0A03BBDD0334C7C246FC4636,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,A1B94806551D25A8B9C4B550EBEC1E9B19611A35,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,AA77A443F849606A4A8EB1639752068C1A2EEA5E,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,C43B466D9C3A60859B66A48E0B54C662BC701FB5,D4686840675436000E9B33B8A58193B9406ADDA3,D656D8F9C06C6F153CA1727CE3EBB05BF1567438,D9448D1A507A0F792C25F4FEAE01DDBC4748CA82,DB5EF3A174014515A046E80E3164E22414123614,DC00DA048EC40BF29530626601840B18F48AC8A5,E12D86AC279259CBB0CC1D2C5DA9FADE3FD8D24F,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,E63597E3F46F3A8C82379A72D37FD7D280E832FA,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,214752CFB2CD5CB00EC625739C224AA406226D0E,23D4A4484D4D868427369088C4D0A2E56DAAF465,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,FDE7B9EDA5E8D918BA04235FA304AA3CE82C04C1,35D295C1BA718DA91BFE341AC3DE09B7966921C9,5A22861F57F12829B68A022FB805685A4E5850C3,D0639638EF73670D4813E9D034F4499667B3BE7E,9B54909B390DDDE5EC01413630450C9044EF8E2E,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,B4775B0FEBDFE023D6E24748BDD0B39F8366A8DD,BACE01F066D7C3344AA194E1A1B6FBF6FE8EBE1C,BE4D9D67579D9E9ECFD32B39AB2EAF988FA7A956,C02344F67415074C43EA1B5B2063FC996329C6E1,C759989AB500EDF629C4CED1267CA30F660E4024,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,CC05882978FC5FDD6A7721687E14C0299AE004B8,CDA3887D2F0865E84BAC9C8241D4B5FF39591D28,D02B29F69E6BFC3E241F38162E82EE4C78D8DDA9,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,E2CDB3113C0392603810E16929C86C013A46F540,DDF94D41B15E7A77122259D83B2BDCF474540337,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,F7DF9EF920DFBCDCA1F382151685A69500BAF630,9B2D81FF1268365847546044CBAD688382D6B664,F54306AE4536A8818B3BCB46D156403FCE944650,0E311E3634B0F6F5959F9394577233D6882625D0,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,3CC44C72DFD38D8538F1AC2443E540CCA730261C,874FBE7FC240F1F43FA54F82F94017D55BA9A4DF,B45362A682176E95B35B2084405D4F50A77F9CCA,FD9B65D22E19A8A6D34E02491CCDA7F4D0C48BC5,92E7331517D289430B70AB407BF9FA797403A470,93F3ACB2D3DD657C069E80405D37CEFCE5DEB2AC,8951CFD2B94DE0CF7BFF747C367F85095B83EB28,6B1CC4FF7E65DDAEA347F0DBA0DE8911139D3241,279009E814C0F2CE0B21E565512DBF4DCE9923C3,6406B7B10A978323E679E226F0D3546E0470B864,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,F649FD83C9557B080DBA654B506634F8AD87555F,1221F0F28823F9D5239F0B2CB9575944AA23E61A,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,C56B6EDB0F598797F625C717A740658CFDE49F86,7149CA24B79EE0E073B9ED04C232A9E9753FBAC9,5DEF681F8F155ACB4939294C20DF4FF00E8680B4
189945,2022/11/22 17:27:57,NEW_VALSET:PCHEIGHT/243159,B50F5BAF5744BCCFBF1DA139A15FF8D86A594F15E24742B7F8C77AF46621624C,1B2B3FBADFD54A8B5CBBEC3C1550B097736DEA2B2E2D968964BDEDE0E8EB0CC5,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107635,670100004,784,418,310,300,142,88,78,60,70,70,60,70,60,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,60,70,60,60,60,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,60,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,70,70,0,0,0,0,0,0
190017,2022/11/22 17:34:02,NEW_VALSET:PCHEIGHT/243231,F13FF705469932F31AA76D51602773F1CB63A4A9781399B75867C9EC1BC5EC94,9023CBE10B429BBBC273ABA3F6C458432D77B90707839C392AAA73B5E9E2C302,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107636,670100004,784,418,310,300,142,88,78,60,70,70,60,70,60,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,60,70,60,60,61,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,60,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,70,70,0,0,0,0,0,0
190052,2022/11/22 17:36:59,NEW_VALSET:PCHEIGHT/243267,0D23B9296682A6607475373F9B92D28C18F16507BC9D8A64EB9528A6CAA469EF,C09586286FD96C7C09B885B48E34472D6A60975B1C23DB83323F5D107F1D6A74,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107644,670100004,784,418,310,300,142,88,78,60,70,70,60,70,60,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,60,70,60,60,69,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,60,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,70,70,0,0,0,0,0,0
190088,2022/11/22 17:40:02,NEW_VALSET:PCHEIGHT/243303,49C257DAFC8B46AD766D8CA4219BB70707B89123EB0A58F79396A22B3A55D1EF,C9DFCDEA255D2C0BAE2F10898B317A555D9058860870105909A1BB1030E6A2F1,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107645,670100004,784,418,310,300,142,88,78,60,70,70,60,70,60,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,60,70,60,60,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,60,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,70,70,0,0,0,0,0,0
190160,2022/11/22 17:46:06,NEW_VALSET:PCHEIGHT/243375,2DAAD0648C1CC3988F9837740BEE260D71143A3D195CFB14DC41108771EC9C41,3C814F401D10103132E0DC6B5793AA22A5D29BF17BA41286C9400BE8122159DF,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107646,670100004,784,418,310,300,142,88,78,60,70,70,60,70,60,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,60,70,60,60,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,61,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,70,70,0,0,0,0,0,0
190196,2022/11/22 17:49:08,NEW_VALSET:PCHEIGHT/243411,2DC2C61334ECFFF4E3DD5EB220C0527FADEB566E609E7FF9A4EFC27B484AD38B,5016AB8E3D363D3E8EB5E0E21708E27C8439EB27756C8E9099A0D1BBF7245405,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107654,670100004,784,418,310,300,142,88,78,60,70,70,60,70,60,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,60,70,60,60,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,69,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,70,70,0,0,0,0,0,0
190232,2022/11/22 17:52:11,NEW_VALSET:PCHEIGHT/243447,30E61E085D7C4C1F73E7D0252B9DF6A4B0EA3E6946853493DF12423E03D58EA0,972794FAD0CAA6A5FF46E5D11BD0D07B6F3238206AD7597FFDBDB07388D7CB8F,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107655,670100004,784,418,310,300,142,88,78,60,70,70,60,70,60,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,60,70,60,60,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,70,70,0,0,0,0,0,0
190303,2022/11/22 17:58:11,NEW_VALSET:PCHEIGHT/243519,3F71D3D2A339C33E3E47B78FFFC65864D8DCDB900ADF706A8C0D6F9131A44654,3DD470C8B20090C76D674336F71005C1CAAB12C0DD22C8A0C8532DD53ACCBDF1,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107656,670100004,784,418,310,300,142,88,78,60,70,70,60,70,60,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,60,70,60,61,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,70,70,0,0,0,0,0,0
190339,2022/11/22 18:01:14,NEW_VALSET:PCHEIGHT/243555,279C2D5891E09D9029FBAE6B3138D7402E292C5342AAA811C47DDEC464CF4A7F,57FCF5F0A4CB32FF50C9C882458FF8CEDD32C76FF6C1C365532BC0FF088B7914,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107664,670100004,784,418,310,300,142,88,78,60,70,70,60,70,60,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,60,70,60,69,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,70,70,0,0,0,0,0,0
190375,2022/11/22 18:04:18,NEW_VALSET:PCHEIGHT/243582,8947CC064864338EFBA1F4B8D57A161B8D878EFE20BA2B1763E81B450F848466,A3D488C3737EDF4337F12B90E06C2EF1A46010E7F498414E32B0B042F9D1FE5E,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107665,670100004,784,418,310,300,142,88,78,60,70,70,60,70,60,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,60,70,60,70,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,70,70,0,0,0,0,0,0
190432,2022/11/22 18:09:10,NEW_VALSET:PCHEIGHT/243601,38E0E41C176C67C19736CA415DDEFB52891A6396390E1FEB6893648A7C7FB40F,8497C6529E339924C48BC3B46986A231957C19E3D8CCD2C6DDEA0DF2C4568024,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107595,670100004,784,418,310,300,142,88,78,60,70,70,60,70,60,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,60,70,60,70,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,0,70,0,0,0,0,0,0
190446,2022/11/22 18:10:21,NEW_VALSET:PCHEIGHT/243610,8957C0959901433F51221D68675DB32716ECA16F0E350F39292550E72277B3D0,629B860AED291D04FF3509D466ED991AB15E61BD49FE86B74D9FC59901F3F800,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107596,670100004,784,418,310,300,142,88,78,60,70,70,60,70,60,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,60,70,61,70,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,0,70,0,0,0,0,0,0
190481,2022/11/22 18:13:18,NEW_VALSET:PCHEIGHT/243641,86906F18601E9FA2B6C2A548DF6DA363FF5D456B58C13DC07E74431E7BA2FE23,F151C7589D2E9CF6A3AA09D6CF3221B5084BF67B38EE6EABEF6BE5B340F8F51F,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107604,670100004,784,418,310,300,142,88,78,60,70,70,60,70,60,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,60,70,69,70,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,0,70,0,0,0,0,0,0
190517,2022/11/22 18:16:21,NEW_VALSET:PCHEIGHT/243677,1A721E0F806E4F7D6F36280C0B0BA5225286A560C6820F6A0186731280E3DA05,EDC5C3B301DE836C27FCED99810924974CC724F39070C04F0878B49CE74F781D,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107605,670100004,784,418,310,300,142,88,78,60,70,70,60,70,60,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,60,70,70,70,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,0,70,0,0,0,0,0,0
190588,2022/11/22 18:22:21,NEW_VALSET:PCHEIGHT/243749,27FB4E98868AB937EA0910F4930561D26A8A58136F1E3392C414C3D2A5867542,F6587DD53EFA49A76ABEAE2DA7B33BE934B7DAED302D8D8CEB305CFDEB99527D,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107606,670100004,784,418,310,300,142,88,78,60,70,70,60,70,61,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,60,70,70,70,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,0,70,0,0,0,0,0,0
190624,2022/11/22 18:25:23,NEW_VALSET:PCHEIGHT/243785,AB770EEAF53F9BD41ED2ED390B7747CED4E26075D70FDF1AA58A16ACEB04EF11,1288785E5E695C4DD898EA4ECA2478D97706438512146EFAEF6F0E6E61379F10,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107614,670100004,784,418,310,300,142,88,78,60,70,70,60,70,69,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,60,70,70,70,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,0,70,0,0,0,0,0,0
190660,2022/11/22 18:28:27,NEW_VALSET:PCHEIGHT/243821,C59100ED6F5EC8D483B3C57B5646E48491EF7940AC2095BBCFD0AA194526DC96,670CF61F8820B8EAD6A4EEDDEA87E6446EDAC00720158F8E9AEF88DA792FF7EE,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107615,670100004,784,418,310,300,142,88,78,60,70,70,60,70,70,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,60,70,70,70,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,0,70,0,0,0,0,0,0
190732,2022/11/22 18:34:32,NEW_VALSET:PCHEIGHT/243893,C70045FCE87DAB8E6C9137226E69E1C4852008766B8A7895157251DA2F381FD1,8C10AFB92A2A1D89FC566EC9227146032AD30EB8388BED133DF81C9327FE5E65,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107616,670100004,784,418,310,300,142,88,78,60,70,70,60,70,70,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,61,70,70,70,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,0,70,0,0,0,0,0,0
190767,2022/11/22 18:37:29,NEW_VALSET:PCHEIGHT/243929,9D005B603F1312731CFE16C8162F5F60436E66DA0187C2A1B4D10B6033F8123F,B2C7DED5227DD50134FD22FEB02927C4967133FE28169D775CD46F30340B4D71,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107624,670100004,784,418,310,300,142,88,78,60,70,70,60,70,70,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,69,70,70,70,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,0,70,0,0,0,0,0,0
190803,2022/11/22 18:40:32,NEW_VALSET:PCHEIGHT/243965,DCB83C37152A094BAC702FE43A4105E92AF5FE46C38F2D1C0DBF152A1D1775C8,80972FB305076502235222314742555F234C537DF12E1B941DD521EEB79D29FD,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107625,670100004,784,418,310,300,142,88,78,60,70,70,60,70,70,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,60,69,70,70,70,70,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,0,70,0,0,0,0,0,0
190875,2022/11/22 18:46:37,NEW_VALSET:PCHEIGHT/244037,B2371DB8156190883BF9E135F9FCFE4460AC032600E34D7DD0522BDE744B58FD,4FC00E83DBD1652D7874F28BE78F598B028AC523906B10F6021DDBFFF1155C30,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107626,670100004,784,418,310,300,142,88,78,60,70,70,60,70,70,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,61,69,70,70,70,70,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,0,70,0,0,0,0,0,0
190911,2022/11/22 18:49:39,NEW_VALSET:PCHEIGHT/244073,167953ECFAC29731C32DA8DB26C10B233ADFF1B87ABAFF826851FF2C1D0E784A,B77B8FD18A44CE87659DDEF4A00FD90ED46C8712C4264BED25CE209051C8C716,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107634,670100004,784,418,310,300,142,88,78,60,70,70,60,70,70,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,69,69,70,70,70,70,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,0,70,0,0,0,0,0,0
190947,2022/11/22 18:52:41,NEW_VALSET:PCHEIGHT/244109,5EB3972FB98549AF8DAD763CA34B67D7B28B84007176221CA58006767C67DA6E,33BF05D8C817EB0035194BB28C078F9BB3CDC7447968F15791D75DB22CCF37F1,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107635,670100004,784,418,310,300,142,88,78,60,70,70,60,70,70,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,60,70,69,70,70,70,70,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,0,70,0,0,0,0,0,0
191019,2022/11/22 18:58:46,NEW_VALSET:PCHEIGHT/244181,EFAFD494746B25E1BFCE5561CBFD0C65C0525A5EACDAE6E2381B826F56C3F156,D86B44A845D83AF49F05EE32CC78A33755CCE7135F6978B177E61CE24B8785F4,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107636,670100004,784,418,310,300,142,88,78,60,70,70,60,70,70,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,61,70,69,70,70,70,70,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,0,70,0,0,0,0,0,0
191055,2022/11/22 19:01:48,NEW_VALSET:PCHEIGHT/244217,BAD4FCA1442444B33345B4AC148ABBAB26D25C02191D30EF44EC63E6042C2C08,A66F5F62A86F65D5E15D3CF9F4F8B3EBFEF98F227D69820A79A2ABFB79B87B9C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107644,670100004,784,418,310,300,142,88,78,60,70,70,60,70,70,104,70,0,70,60,60,60,60,68,60,60,0,0,60,60,60,69,70,69,70,70,70,70,70,70,70,70,0,70,0,70,0,70,70,70,77,70,0,70,70,70,70,70,70,70,0,70,0,70,70,70,0,0,70,0,0,70,61,70,70,60,69,69,70,70,70,0,70,70,0,69,70,70,0,0,70,0,70,70,0,0,70,70,70,70,70,0,95,70,0,61,70,69,0,70,0,0,0,70,0,0,0,70,0,0,0,0,0,0
