height,hash,total_vp,cosmosvalcons1dg72e6h2tpkf4uc9zfyadle5js5rthcs892vnj,cosmosvalcons1pk34jc9vww287s2ef8k6lzz7r2dpscms7af6ny,cosmosvalcons1nyquekjzh9ywmhyrt76u32cxwv9fcg7dxprygj,cosmosvalcons172wrmvq0w0m4mp9hmlw80pal0z53c65punhf2k,cosmosvalcons15w5mjufgd8ezfa83709nmews88tzdrepugw2jd,cosmosvalcons1kke43d43wpfw9cdqpw8d0qf8ll0ltp90a4jpja,cosmosvalcons1e5x6sh63qdz74m9h8thddc7zceddyljnhkcdsu,cosmosvalcons123zrau6pyk7mma6d3c0armpc2utqau7vm88u9x,cosmosvalcons1zq7v8lz7jrqyacsgh5r3dhygj4ffymhckysvw6,cosmosvalcons1lx9nq9909u49ezzjyc7ktg9k08ahnxuvhsj2ym,cosmosvalcons1z5q6n9hd24mlcew407f2ej8ptnnt0haddknugk,cosmosvalcons18wv3ddgpc5lrsq2kwc5z798z4tcztak9yny2x5,cosmosvalcons13feufd67xc8lrydcgjnphzz95zkkt5sgwkzccn,cosmosvalcons12freezz7w0f02ux50e0sgvmc2pgn2rw3pukgsc,cosmosvalcons1lj2q9l6t2wutwf3yclaj3h0yj7t7736t09d42h,cosmosvalcons16hf7ktj7yds8sta04d7qk0z9hla3tpatsd0vf5,cosmosvalcons1yna32lcuhtjkq7f4nsnp9ln8wykwjepxhxsr5g,cosmosvalcons1jh3lz46dmdgr7quqmx9fwmsvlprfhp60x8aaer,cosmosvalcons1qqlx7730mz96503pz729vu07pkv5u9ca85dhwe,cosmosvalcons1qwzmrx23fayrsudhhqq6jgal2wthk2gklq43vd,cosmosvalcons1q04tlwzqn38k9fej50tj3t929cf5q06s37z0y8,cosmosvalcons1q4ht5pn0kc64le4crl0nwhqumh6maw7x37696r,cosmosvalcons1pw8cra4g934nwzxkrykz45d4xgy7qnmvvtuaqt,cosmosvalcons1ze39xyf4t3ye8ldxn5scsaw2adur7ek4tt5jmp,cosmosvalcons1rca0mkvwpcdwk588u7l8hdutwx4elcd6688ypz,cosmosvalcons1rljsrflyeuzf3we6kghkf4qjeqflsygepnzl53,cosmosvalcons19y4nwy0ygg7z73ahhevt7uh090g8wr8sgv6n2l,cosmosvalcons1xpgp8n9xnpnd49pzv4jf6444048j23wvtsnvak,cosmosvalcons1xc0aszah3y7yksgy6rt63jf37d3dzuxcr8s59x,cosmosvalcons184pytrwcz8yjrndz5zq0kqvvhw3tj88a90hv5m,cosmosvalcons1gx49m7vtmw9gpxu4dfujtnepl2g96zxasea2j9,cosmosvalcons1g2ysa6n7nvpgjps9zdf4dkgtvse6ga6f6kmepz,cosmosvalcons1g4zw77yzsh34sfkm9rkx9ltsg42vcu2kgt95gy,cosmosvalcons1f4hpdclhmz0gmqulw95f844plqwfl9td6qcqym,cosmosvalcons12t4pcfx6jnr84rld03rwrzsul3rk64che77jfz,cosmosvalcons12h4v7ms5wfhp87tnjqmpgzrcvaqymuk2v49c7q,cosmosvalcons1t8xflpfzx4rnmatmemehcc8n52wmx6q3g4mxch,cosmosvalcons1t0kswnadw2e5rh3xksmz3uh7pyt6c8trcfwe5k,cosmosvalcons1v5v9hsn4awfr9gkl7ga7kn42qada457w83pqdz,cosmosvalcons1v6zrud945rxq6nl6eexf9rfqqafafwwnx57rvy,cosmosvalcons1vuwq3w64c8py9hz6xs5gnnvvqpccj0lesm3u0k,cosmosvalcons1dkw3fgnjnwjlq2hjqw46l4wws2zd6fns063eyq,cosmosvalcons1w86lpg205h9gsy32yetfkrp6nc7xuh90dz5uy3,cosmosvalcons1wns96l4057a75jez52hlhvw2d7t5wze4ke90cz,cosmosvalcons1wmvevar5kc5rtecr54m3q8gl6d0cf5mt29jcy9,cosmosvalcons108aypezdajecj03kg66c4gfu0l5f3053x392lf,cosmosvalcons10f4xx96k72eypj7l4qwlv4x6hfvecrenl09tsx,cosmosvalcons10vx7jlqg9tnezxfgqp873v294g0l2cpchuw6qc,cosmosvalcons10crq9qa7gp8paqxwwwxae3kp970duqgn0s9qcc,cosmosvalcons10m4u3cyxmdj98ame2nzye9xkldhs5cj7jm6yq5,cosmosvalcons1s7kc8tyvsj47tkyfpexlusrlz77dg26wmvt0hx,cosmosvalcons1sl5j5snqwqts3ru9qc0zqunmu08lvxvekpj2mt,cosmosvalcons133lxdszpdgqzel834x0c3uelej84nx2yhrey5d,cosmosvalcons13aa4rs0g2g8qh75ffmvryylyth43pc2kgmgdpf,cosmosvalcons1j6yyhc5af53347us6q68fq5x65dxh62rym9aq5,cosmosvalcons1jur4mxvvz9m3kw925zk0hl0snmks0z7fwmlc9x,cosmosvalcons1j7t42uegq7dm85l93rddsulsafkqnrqsnjtf5s,cosmosvalcons1nqz3a6w3zxpx6zsrh0wsxdx8cfr0c33k38lk8e,cosmosvalcons1njrm0dasu7d5h6qawtrtdrm3y27tqnhv0vxdyc,cosmosvalcons15xu5spj4r5j63wwyk4gwhmq7nvvkzx348krpn6,cosmosvalcons15t3h8hqgjj7qe584c75weu30r70g74tep3yuta,cosmosvalcons14fm6gslcf9sx5j5wk93ew5sx3sdza6j7vr96r4,cosmosvalcons1kkdkxvcl6gfqezdl9e7av4l8lx4qjzsaj380nf,cosmosvalcons1csa5vmvu8fsgtxmx5j8qk4xxv278q8a4pce87v,cosmosvalcons1635xssr82smqqr5mxwu2tqvnh9qx4hdresz7fw,cosmosvalcons16etd37wqd3h3209pwf7w86ast0c4vapcvf349n,cosmosvalcons1m9zg6xjs0g8hjtp97nl2uqwah3r53j5z6a9ppw,cosmosvalcons1md008gt5q9z3tgzxaq8rze8zys2pyds596lfv6,cosmosvalcons1msqd5pywcs9l99fsvfnqrpqtrr6g4j99uqmckk,cosmosvalcons1uykcdtp8jfvuhvxvr5k9m206mcla35j09s3q49,cosmosvalcons1uxjga5twkestune9nc8r5c4chet0g83kdf7u68,cosmosvalcons1uc6e0cl5duageq3hnfedxl7h62qwsvh6ppkgc4,cosmosvalcons1aegqgn27upl69skvjnc6s8ftdkkuzqlt46r6tg,cosmosvalcons17m4ucgq6q5wzzp4x7rxetfzjeppm5nc5f9nc32,cosmosvalcons1y9r49naje4wtqrkxy4eecgj25srzymgw8k5ywt,cosmosvalcons1y022gjzdfkrggfekjzyvf59zu4k64ar98aau5k,cosmosvalcons12lfvpusgm69kq0dxexm4ek2uxfvhhc6grdxfa8,cosmosvalcons1thhlg48txpsclg4e0rvl78yt2ge3ruw3utwd7q,cosmosvalcons10f6wkg5ckfkvnucvr35z5hqdugy7ud58rfsxmn,cosmosvalcons1lhnmnmd9arv33wsyyd06xp928n5zcpxp4t8k0t,cosmosvalcons1xhfftsd6wxx6jxl7xsdv8hsfk7txjgwf73uq6q,cosmosvalcons1tg3gv86h7y5znd52qghmsptgtf89s5xre3edlr,cosmosvalcons16p3evw80wdns6jqna8grfazfjenm80n7cle8kj,cosmosvalcons1nd2fpxeephw7tmqpgymrq3gvjpzwlr3wvjttu6,cosmosvalcons14knt8vk78wexsmd7792rcvyazrfraskv6hpm2t,cosmosvalcons1k3m4krltmlsz84hzgaytm59nn7pkd2xaygdpj0,cosmosvalcons1ht8qrurx6lpngj4pjns6rdhm7mlga0suun8jwk,cosmosvalcons1hexe6e6hnk0fan7n9vu6kt40nz86022kmyg9qp,cosmosvalcons1cq35fan5z5r5csl2rddjqclun93jn3hpxh2v0g,cosmosvalcons1cave3x44qrklv2wyemgjvl9rpanquspyeqvk4m,cosmosvalcons1e94h53knufh6m44chyun6thqxx90hflwue6x05,cosmosvalcons1efueez5q0x6m4sruhnmhe9x2q5xtfjuqazpjhc,cosmosvalcons1eszcs2tcl30a66nhy958u9xq9xdwqp9c65dnm6,cosmosvalcons1ek3cslf0ppj7sjavnjpyr494luu4j8fgdf6n8d,cosmosvalcons16q4jna57d07rufql8qtzaqhwf3ud3hdf5yt3y2,cosmosvalcons1vr0ajahfkaytrc0sdltmdqy6xu9a8gcz76c48z,cosmosvalcons1ual79gxh0p8eeet46d0sn7an8wc9ej0t2hav6n,cosmosvalcons1utxmxyfuqwfxqwqsu95jnjrvqyayda2q9dx2lc,cosmosvalcons1mhu56sd3tea8wy3zt8vrk27u7369gqehx23n9e,cosmosvalcons1x4vz8rtjltq2gze8dk8j8rxl9zlpdd92s26eq0,cosmosvalcons17l0ea7fqm77deg0nsg23dpdxj5qt4a3spdwd0t,cosmosvalcons1nvkcrlcjdqm9s365vpzvhttgswpdddnyf829we,cosmosvalcons174psdtj9x65grzemedrdz4jq8l8fg3jsaxc9j2,cosmosvalcons1pcc3ud35krm0t9vljw29wu3n66yzvfwsj8fm8z
53085,27ac665f2f513eb4df8c6bb96020f981affbd29786d1d0c129818a9fdfe2617e,670104033,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,30,20,20,20,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,20,20,29,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53121,761a84f5d31f09ebe141c29171aa2dc655e5e4dff6c5ff9da35777d33f22d09d,670104034,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,30,20,20,20,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,20,20,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53193,abbeca9393738446194f613d131ac212fe75f1dd34d4034d912a7fbf2edc0247,670104035,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,30,20,20,20,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,20,21,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53228,e01926e4ac335627739e6a623b6c6252bb6eca5798b420078f7ae419ba94e647,670104036,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,30,20,20,20,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,20,22,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53264,342242a4165d43c626944ae0ac5a6733390e3b82061e58f209d4ec1ca1309562,670104041,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,30,20,20,20,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,20,27,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53300,85e0628bd7c564804d2ca979daa7fc15f245caa1cbf0d3c75dde280d3412ab9c,670104043,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,30,20,20,20,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,20,29,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53336,21294adfb548d9e52ab3b6956ff03677c916c4e3ed90765b4bf304ad38ec884c,670104044,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,30,20,20,20,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,20,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53408,24ea1a6dc19abb44fae7a8927d42d0ce20d23df0ab526a0d3dd2eec2d2a03fce,670104045,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,30,20,20,20,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,21,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53443,6d00b7bce9d6c1a9fcd4c774ba6044868c94406b47a44c8b8e73ee67d82d661a,670104046,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,30,20,20,20,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,22,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53479,37ccb65f25294f40013ff9c1bda8c316476d4730b8c47b4daa5dc9414964454a,670104051,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,30,20,20,20,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,27,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53515,a7bb3d0a74fa618f61abafd65d66614dd55860fb593ed4863b33ba4e75ba4908,670104053,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,30,20,20,20,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,29,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53538,9135a574fd81ccc1ca08f9e82cd1c5091e3e86db39738e5240ebd344408f602e,670104023,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,29,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53551,7712554a8c7cb0cac9c53cec80f2950fe7fb6ed56526de329b24706bc58236c5,670104024,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53623,c118da423d54633f77b21bae5a79a9ad9f0d9e983ea765b19d9bf057a49b6162,670104025,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,21,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53659,b59830191079d514112bc707db721c6b34c41c8b4d9fa3f81bce23b294849a83,670104026,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,22,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53695,27a45cca14dc63dc6a16271472a220f26ffa0e8cf8abc177f1a4eb755ea83161,670104031,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,27,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53731,22bf1a6dbc0b2229d85dd26ffb75f01159a031ee6da2e9dcd5c232fb5da2796b,670104033,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,29,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53767,a0fa302106ee05bc0e18b55aa745c5e04c2026d5ba48cb5f53d7ad34eecfd59a,670104034,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53797,7621e4fb9acda3c27c9f636484fdf8a7220093085e05a994116ac88fe465f8cb,670104014,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,20,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53838,7c1ef045a4318a6f9b9863b4a0ef2abfe7a4c55710bca830a5d2e4c3a508c1ef,670104015,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,21,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53874,7177f02e232c8b7ad3eb8b4c6d4d9abe974085c9aebbb276d0bacb78fd8476a0,670104016,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,22,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53910,ce37b5e72bdf1b8b32d13de1a165c059bee5a0b7230d2af2675e5fe7c3c9d67c,670104021,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,27,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53946,1b83eff5adc5b2a09b5035e5a874f77883fd4a0c5ed74092ab515c6ab8913a1b,670104023,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,29,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
53982,7e09e0811d44dcbf6b1b81642e1e66a7914fd795d76e9f270913309d3afb9528,670104024,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,20,30,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
54053,3aeef97b89328f10c217e02ffe7cb5dd4878319349d803e0b172f1badbd1207a,670104025,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,21,30,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
54089,9e686ec046e4f5f2d46b2616efcc1eb6a3041bb1956d9d977faba6ffc60f55bf,670104026,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,22,30,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
54125,3c432b86207fdb1a7fd4a78e28f2948bc6e7a4155e329e506af325268b3288d0,670104031,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,27,30,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
54161,d596d31fb763baad501dea27837b6aabccd6b4d6cb2d329aa6102d5e87a1de57,670104033,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,29,30,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
54196,a687e0b8771401c9d9a6d6ef39942d5cdea6ac14268b9642defdc83297515cab,670104034,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,30,30,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
54268,f3c40d4a4149296f58c7c3d2d5677292e398ad014e8651b7696b941d2c409481,670104035,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,21,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,30,30,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
54304,0aca8ab38b1ed20fcb95bb4d6059a76433a3e17a952ac77ecb9be6ff3d429e8b,670104036,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,22,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,30,30,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
54340,21db29b5b79d8636ae15bcf88dd6053e6b4ec8602295fc45b0a943949cb6f234,670104041,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,27,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,30,30,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
54376,62ee6fbcbdd68b0d56c7712e0e7b3e76664d8912f7eddf0343158b14dbe71e92,670104043,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,29,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,30,30,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
54412,1fbbbca472c06d31c04766821afd9b010a0c4052bff21aa9e9166e7db217eec5,670104044,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,30,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,30,30,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
54484,0073856d42d4955107506f9ad9d9dd17e52e4e47e2612cffd09307343ad46046,670104045,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,21,30,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,30,30,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
54520,de0c46a03ba8bc87d48f4758ce8d391d5acd6bbf393732d0bf7856eab85ed392,670104046,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,35,36,0,20,20,20,20,20,20,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,22,30,30,28,30,29,30,30,30,30,30,30,30,30,29,0,20,20,20,30,26,20,30,20,30,30,30,30,30,30,0,30,30,30,30,20,30,30,30,30,0,0,0,0
