height,hash,total_vp,cosmosvalcons1dg72e6h2tpkf4uc9zfyadle5js5rthcs892vnj,cosmosvalcons1pk34jc9vww287s2ef8k6lzz7r2dpscms7af6ny,cosmosvalcons1nyquekjzh9ywmhyrt76u32cxwv9fcg7dxprygj,cosmosvalcons172wrmvq0w0m4mp9hmlw80pal0z53c65punhf2k,cosmosvalcons15w5mjufgd8ezfa83709nmews88tzdrepugw2jd,cosmosvalcons1kke43d43wpfw9cdqpw8d0qf8ll0ltp90a4jpja,cosmosvalcons1e5x6sh63qdz74m9h8thddc7zceddyljnhkcdsu,cosmosvalcons123zrau6pyk7mma6d3c0armpc2utqau7vm88u9x,cosmosvalcons1zq7v8lz7jrqyacsgh5r3dhygj4ffymhckysvw6,cosmosvalcons1lx9nq9909u49ezzjyc7ktg9k08ahnxuvhsj2ym,cosmosvalcons1z5q6n9hd24mlcew407f2ej8ptnnt0haddknugk,cosmosvalcons18wv3ddgpc5lrsq2kwc5z798z4tcztak9yny2x5,cosmosvalcons13feufd67xc8lrydcgjnphzz95zkkt5sgwkzccn,cosmosvalcons12freezz7w0f02ux50e0sgvmc2pgn2rw3pukgsc,cosmosvalcons1lj2q9l6t2wutwf3yclaj3h0yj7t7736t09d42h,cosmosvalcons16hf7ktj7yds8sta04d7qk0z9hla3tpatsd0vf5,cosmosvalcons1yna32lcuhtjkq7f4nsnp9ln8wykwjepxhxsr5g,cosmosvalcons1jh3lz46dmdgr7quqmx9fwmsvlprfhp60x8aaer,cosmosvalcons1qqlx7730mz96503pz729vu07pkv5u9ca85dhwe,cosmosvalcons1qwzmrx23fayrsudhhqq6jgal2wthk2gklq43vd,cosmosvalcons1q04tlwzqn38k9fej50tj3t929cf5q06s37z0y8,cosmosvalcons1q4ht5pn0kc64le4crl0nwhqumh6maw7x37696r,cosmosvalcons1pw8cra4g934nwzxkrykz45d4xgy7qnmvvtuaqt,cosmosvalcons1ze39xyf4t3ye8ldxn5scsaw2adur7ek4tt5jmp,cosmosvalcons1rca0mkvwpcdwk588u7l8hdutwx4elcd6688ypz,cosmosvalcons1rljsrflyeuzf3we6kghkf4qjeqflsygepnzl53,cosmosvalcons19y4nwy0ygg7z73ahhevt7uh090g8wr8sgv6n2l,cosmosvalcons1xpgp8n9xnpnd49pzv4jf6444048j23wvtsnvak,cosmosvalcons1xc0aszah3y7yksgy6rt63jf37d3dzuxcr8s59x,cosmosvalcons184pytrwcz8yjrndz5zq0kqvvhw3tj88a90hv5m,cosmosvalcons1gx49m7vtmw9gpxu4dfujtnepl2g96zxasea2j9,cosmosvalcons1g2ysa6n7nvpgjps9zdf4dkgtvse6ga6f6kmepz,cosmosvalcons1g4zw77yzsh34sfkm9rkx9ltsg42vcu2kgt95gy,cosmosvalcons1f4hpdclhmz0gmqulw95f844plqwfl9td6qcqym,cosmosvalcons12t4pcfx6jnr84rld03rwrzsul3rk64che77jfz,cosmosvalcons12h4v7ms5wfhp87tnjqmpgzrcvaqymuk2v49c7q,cosmosvalcons1t8xflpfzx4rnmatmemehcc8n52wmx6q3g4mxch,cosmosvalcons1t0kswnadw2e5rh3xksmz3uh7pyt6c8trcfwe5k,cosmosvalcons1v5v9hsn4awfr9gkl7ga7kn42qada457w83pqdz,cosmosvalcons1v6zrud945rxq6nl6eexf9rfqqafafwwnx57rvy,cosmosvalcons1vuwq3w64c8py9hz6xs5gnnvvqpccj0lesm3u0k,cosmosvalcons1dkw3fgnjnwjlq2hjqw46l4wws2zd6fns063eyq,cosmosvalcons1w86lpg205h9gsy32yetfkrp6nc7xuh90dz5uy3,cosmosvalcons1wns96l4057a75jez52hlhvw2d7t5wze4ke90cz,cosmosvalcons1wmvevar5kc5rtecr54m3q8gl6d0cf5mt29jcy9,cosmosvalcons108aypezdajecj03kg66c4gfu0l5f3053x392lf,cosmosvalcons10f4xx96k72eypj7l4qwlv4x6hfvecrenl09tsx,cosmosvalcons10vx7jlqg9tnezxfgqp873v294g0l2cpchuw6qc,cosmosvalcons10crq9qa7gp8paqxwwwxae3kp970duqgn0s9qcc,cosmosvalcons10m4u3cyxmdj98ame2nzye9xkldhs5cj7jm6yq5,cosmosvalcons1s7kc8tyvsj47tkyfpexlusrlz77dg26wmvt0hx,cosmosvalcons1sl5j5snqwqts3ru9qc0zqunmu08lvxvekpj2mt,cosmosvalcons133lxdszpdgqzel834x0c3uelej84nx2yhrey5d,cosmosvalcons13aa4rs0g2g8qh75ffmvryylyth43pc2kgmgdpf,cosmosvalcons1j6yyhc5af53347us6q68fq5x65dxh62rym9aq5,cosmosvalcons1jur4mxvvz9m3kw925zk0hl0snmks0z7fwmlc9x,cosmosvalcons1j7t42uegq7dm85l93rddsulsafkqnrqsnjtf5s,cosmosvalcons1nqz3a6w3zxpx6zsrh0wsxdx8cfr0c33k38lk8e,cosmosvalcons1njrm0dasu7d5h6qawtrtdrm3y27tqnhv0vxdyc,cosmosvalcons15xu5spj4r5j63wwyk4gwhmq7nvvkzx348krpn6,cosmosvalcons15t3h8hqgjj7qe584c75weu30r70g74tep3yuta,cosmosvalcons14fm6gslcf9sx5j5wk93ew5sx3sdza6j7vr96r4,cosmosvalcons1kkdkxvcl6gfqezdl9e7av4l8lx4qjzsaj380nf,cosmosvalcons1csa5vmvu8fsgtxmx5j8qk4xxv278q8a4pce87v,cosmosvalcons1635xssr82smqqr5mxwu2tqvnh9qx4hdresz7fw,cosmosvalcons16etd37wqd3h3209pwf7w86ast0c4vapcvf349n,cosmosvalcons1m9zg6xjs0g8hjtp97nl2uqwah3r53j5z6a9ppw,cosmosvalcons1md008gt5q9z3tgzxaq8rze8zys2pyds596lfv6,cosmosvalcons1msqd5pywcs9l99fsvfnqrpqtrr6g4j99uqmckk,cosmosvalcons1uykcdtp8jfvuhvxvr5k9m206mcla35j09s3q49,cosmosvalcons1uxjga5twkestune9nc8r5c4chet0g83kdf7u68,cosmosvalcons1uc6e0cl5duageq3hnfedxl7h62qwsvh6ppkgc4,cosmosvalcons1aegqgn27upl69skvjnc6s8ftdkkuzqlt46r6tg,cosmosvalcons17m4ucgq6q5wzzp4x7rxetfzjeppm5nc5f9nc32,cosmosvalcons1y9r49naje4wtqrkxy4eecgj25srzymgw8k5ywt,cosmosvalcons1y022gjzdfkrggfekjzyvf59zu4k64ar98aau5k,cosmosvalcons12lfvpusgm69kq0dxexm4ek2uxfvhhc6grdxfa8,cosmosvalcons1thhlg48txpsclg4e0rvl78yt2ge3ruw3utwd7q,cosmosvalcons10f6wkg5ckfkvnucvr35z5hqdugy7ud58rfsxmn,cosmosvalcons1lhnmnmd9arv33wsyyd06xp928n5zcpxp4t8k0t,cosmosvalcons1xhfftsd6wxx6jxl7xsdv8hsfk7txjgwf73uq6q,cosmosvalcons1tg3gv86h7y5znd52qghmsptgtf89s5xre3edlr,cosmosvalcons16p3evw80wdns6jqna8grfazfjenm80n7cle8kj,cosmosvalcons1nd2fpxeephw7tmqpgymrq3gvjpzwlr3wvjttu6,cosmosvalcons14knt8vk78wexsmd7792rcvyazrfraskv6hpm2t,cosmosvalcons1k3m4krltmlsz84hzgaytm59nn7pkd2xaygdpj0,cosmosvalcons1ht8qrurx6lpngj4pjns6rdhm7mlga0suun8jwk,cosmosvalcons1hexe6e6hnk0fan7n9vu6kt40nz86022kmyg9qp,cosmosvalcons1cq35fan5z5r5csl2rddjqclun93jn3hpxh2v0g,cosmosvalcons1cave3x44qrklv2wyemgjvl9rpanquspyeqvk4m,cosmosvalcons1e94h53knufh6m44chyun6thqxx90hflwue6x05,cosmosvalcons1efueez5q0x6m4sruhnmhe9x2q5xtfjuqazpjhc,cosmosvalcons1eszcs2tcl30a66nhy958u9xq9xdwqp9c65dnm6,cosmosvalcons1ek3cslf0ppj7sjavnjpyr494luu4j8fgdf6n8d,cosmosvalcons16q4jna57d07rufql8qtzaqhwf3ud3hdf5yt3y2,cosmosvalcons1vr0ajahfkaytrc0sdltmdqy6xu9a8gcz76c48z,cosmosvalcons1ual79gxh0p8eeet46d0sn7an8wc9ej0t2hav6n,cosmosvalcons1utxmxyfuqwfxqwqsu95jnjrvqyayda2q9dx2lc
3069,bb762335c416fd9859f35d1cac5e463244d1564ea87630bc75b59099edf717b6,670102974,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,5,10,10,10,10,18,0
3396,9d764c503e07fbc67d329f9e27fa6f85edeae017a9a7513d612828ed4d67a84f,670102963,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
3578,2665be94be5c98455ae6d196f4459f53b0722164e92121b13ecdb550278bb299,670102953,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
3999,b06fd8155b7d615c7ad51a824d025ca88f73476cc826e31d591743d628b10c37,670102923,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
4737,6c62af9626ef19a85ffbca08034cddfb4d8ca15a1c5a2a62c82b7af9cb9eec25,670102925,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
4773,20459efa2516c53b9949e8e28cf5abf05ad46db8961cb5d706b09ec03c2c0cd9,670102930,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
4809,af49fbe4a3d3be4e1928ca678fcbcc86daf7c230f42d6daefef9e5f4d71b985b,670102932,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
4845,14196b033e05b41e921f78a917f3c239eda2d386f3c4a7b26bf3f0c830dfbb1f,670102933,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
4917,80b5cb5950e349231082b27c4cfcb9b531689b95f256ab7b203c2c969944a80e,670102934,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
4953,3f6f86d03ecc46ef6e29d7104bad61408dbfaeff8b146b9e79ef2e3112b0f1e1,670102935,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
4988,e49209222c8603182ef970351a90556d565d1061149a243de544b51a843860ce,670102939,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,10,10,16,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5024,c963fb2ba557fa767f745078ea1ca90765bd64cdc18261cdfa5e15452c2edd21,670102940,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,10,10,17,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5060,ea45a150b46321aab724e421e43be379a20ce3fad30862139f7487627dcdd127,670102941,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,10,10,18,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5096,7882a439b164f839471dfec3b103c39c77bed380870959117fb329daf3414806,670102951,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5132,c69a8a6ff421d5d7c2965163775fc9915a9807922b2003ece9e65d14cc6cada4,670102952,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5133,e89865ceef2e48e722c2f71cb961e9a2ab3812c6288584b73dec8cefc6c90f05,670102942,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5204,3205923dd1ecf5f70f44340a1d0f7a0296f6fe3c82bcd956671550636fded68d,670102944,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5213,76cfc85e7086f159e7eb40978a57cb01a2a95c418337ba8830c089641f913da3,670102953,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5241,69fb8967993628d2f3d4f7469bedc884a60aa6227354cbc0a8c4c237f1841534,670102958,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5277,4506e2f109f268f3107d55b0e032bb962b4d4819ceca3cfcfddf55e71ef4c913,670102959,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5313,5a8f2d14872794a9dd7696c2b11292a51d100961ff7ecaf757eddaf02edcb123,670102961,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,19,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5349,1c9319be7969fb6608025876b1cee6dbe40e63e30d57a0ee099c509d64bbd70e,670102962,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5420,4e53ab84761551c085d1dc4ed287d1acf8e3bbca162819971a726e3f43bef2e2,670102964,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5456,bc75aeba3cfef209d6a348080873bf718caf15f8057c4e910ca799451f88eecd,670102969,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5492,50baedf7688f7d4c18a348f9f74b0ace4d95c16a3e621e7dae7640caa76a21da,670102971,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5528,0678962ab9a021dc9d42adf431a39245ede45d775b24ae7b5edffc1096f55c23,670102972,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5599,d3787e1a02e5043ec88b60d53b709b83cd7f0683b4fb84129c1804aae0c7b133,670102973,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,11,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5635,6aa11cda6f0f81ac4741f203adfb2543f6467031be7de27dc0c137a575783110,670102974,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,12,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5671,f04b7fda11f0a0f450fa67452e788e8fb56913ca0450f012d321f2b5147040ca,670102978,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,16,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5708,5e3cfec508a579a142ac6174fd4337fb27436029eec45cde2bf07014e7c9745f,670102979,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,17,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5744,08041c013b9e43b18ecfec5310697f4dc12f9a17a91e6fdfbd4332aebbd254db,670102980,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,18,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5780,6c3002584f4be9ae0cf0f026c80dda6b0932d4c8004cf55ce3dfed55ed16791a,670102981,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,19,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5816,d4c2844c026a4f3e8d81ce40eeef71191e3460186454a4ae54ecb39768a93e05,670102982,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,20,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5887,b657b1ff70a1b9a74d276de20bfe2d59e302f30146ff0121195dfa19e5a5e402,670102983,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,11,20,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5923,de315e7456ea1cda09d012636e5c676870666e7a386710cd060e102f169e5a1d,670102984,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,12,20,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5959,bf4a1aa66e38ca0552e9443084891ea49b03ca98c5a736bd48466e68ebb709c9,670102988,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,16,20,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
5995,0e5aea936e77209f2ffc432ef99b838c0d761349172d28044c5d5d7ee9ad382b,670102989,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,17,20,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
6031,086eba328ed67c9bf0dbd8872e0df165b175c217d65c54e9f7db728d558c0ea7,670102990,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,18,20,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
6069,dd28f998da00ab503818f8dc6bd69e0b1dedb5c136a2d6c049beee8eda42779d,670102991,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,19,20,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
6278,7457a1bf491a5202c51cd90c6656af4d60e71c32897d686555a13f15f64ab4d8,670102992,670100004,784,427,310,300,93,39,19,18,17,26,16,16,15,25,17,23,11,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,20,20,19,10,10,0,10,20,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,18,0
