block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,0DA35960AC73947F415949EDAF885E1A9A186370,372D1BB96574A4F382BCC2E9E5DC1A71CC6B0CE9,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,96884BE29D4D231AFB90D034748286D51A6BE943,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,E63597E3F46F3A8C82379A72D37FD7D280E832FA,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,671C08BB55C1C242DC5A342889CD8C0071893FF9,F54306AE4536A8818B3BCB46D156403FCE944650,0E311E3634B0F6F5959F9394577233D6882625D0,16625311355C4993FDA69D218875CAEB783F66D5,1C4A305A101EDFB122E8C15289F036C98986FCDB,305013CCA69866DA942265649D56B57D4F2545CC,76D9967474B62835E703A577101D1FD35F84D36B,97075D998C11771B38AAA0ACFBFDF09EED078BC9,DDF94D41B15E7A77122259D83B2BDCF474540337,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,E2CDB3113C0392603810E16929C86C013A46F540,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,003E6F7A2FD88BAA3E2117945671FE0D994E171D,0385B199514F483871B7B801A923BF53977B2916,103CC3FC5E90C04EE208BD0716DC889552926EF8,214752CFB2CD5CB00EC625739C224AA406226D0E,42890EEA7E9B02890605135356D90B6433A47749,4544EF788285E35826DB28EC62FD704554CC7156,5A22861F57F12829B68A022FB805685A4E5850C3,5BED074FAD72B341DE26B43628F2FE0917AC1D63,95E3F1574DDB503F0380D98A976E0CF8469B874F,98051EE9D111826D0A03BBDD0334C7C246FC4636,9B2D81FF1268365847546044CBAD688382D6B664,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,B45362A682176E95B35B2084405D4F50A77F9CCA,C759989AB500EDF629C4CED1267CA30F660E4024,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,3CC44C72DFD38D8538F1AC2443E540CCA730261C,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,52479C885E73D2F570D47E5F0433785051350DD1,59CC9F852235473DF57BCEF37C60F3A29DB36811,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,6406B7B10A978323E679E226F0D3546E0470B864,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,7149CA24B79EE0E073B9ED04C232A9E9753FBAC9,7B0DE97C082AE7911928004FE8B145AA1FF56038,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,8A73C4B75E360FF191B844A61B8845A0AD65D208,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,9797557328079BB3D3E588DAD873F0EA6C098C10,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,C43B466D9C3A60859B66A48E0B54C662BC701FB5,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,3B9916B501C53E38015676282F14E2AAF025F6C5,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,657CB53BCDD047092A840BA12B894D6A079C05ED,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,D4686840675436000E9B33B8A58193B9406ADDA3,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,DEF5A8B2156AAB712067DDB2EB27AF646FC6235A,1F72BBF37E781D570EF316BFCE2A3BABD27E3BF7,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,7A6A631756F2B240CBDFA81DF654DABA599C0F33,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,CD9E234ED9742A341A67EAEC1A0B2D97CC89663C,BE11EA8919773D1D972D5B74EABC964BFC51C72D,03EABFB8409C4F62A732A3D728ACAA2E13403F50,D269A81C7741F458C31DB7FB14C58176421FB2F8,365464D12717C9A89840B13C0E7B0C602FB01B37,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,C7F26CF4C07C9FF25CF2E5DDF02FAC2E6B2797EC,CC05882978FC5FDD6A7721687E14C0299AE004B8
4171,2022/11/29 07:13:02,NEW_VALSET:PCHEIGHT/344882,86626A57B2700405658EC8E31044A1AF841A34CB7919D5D7B9C4CFFE4757B738,C32C467A30C52F4FF7282A2B90A19C084436C95981C2A9C7098880E22CFD0A2C,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,348042819,40824004,4283490,4277799,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276123,4276124,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276125,4276124,4276123,4276125,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276123,4277459,4276124,4276122,4276125,4276124,4276099,4233362,4191716,4191082,4191026,4191027,4191026,4149116,434,0,355,325,111,104,101,101,14,1527,4233363,1,9,126,0,0
4179,2022/11/29 07:13:56,NEW_VALSET:PCHEIGHT/344894,AD1A4F97931BF6FCFD3E9AB207CB55D8623F54256FB51BBE2E9C91E3EFED5AA9,A69386A4A6C6728F862750349C423CC7BDC06DEA8ACEAD5081B909C399F2E545,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348042820,40824004,4283490,4277799,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276123,4276124,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276125,4276124,4276123,4276125,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276123,4277459,4276124,4276122,4276125,4276124,4276099,4233362,4191717,4191082,4191026,4191027,4191026,4149116,434,0,355,325,111,104,101,101,14,1527,4233363,1,9,126,0,0
4206,2022/11/29 07:17:44,NEW_VALSET:PCHEIGHT/344932,1EAAE86E0B5FAC7BF9E97728113C256E8350C967C8386C58D104A7B3DB954D26,18D911DEEC25B3D88658EA7EEA50E905044EA7232609AE895158A95056C58BF6,8A73C4B75E360FF191B844A61B8845A0AD65D208,348042821,40824004,4283490,4277799,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276123,4276124,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276125,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276123,4277459,4276124,4276122,4276125,4276124,4276099,4233362,4191717,4191082,4191026,4191027,4191026,4149116,434,0,355,325,111,104,101,101,14,1527,4233363,1,9,126,0,0
4232,2022/11/29 07:21:04,NEW_VALSET:PCHEIGHT/344964,D0FE030FEEB439A82CF439F34DC38F613BE999055EFACC5E416C95B4F94BFBC5,AFFCA90198A777DA1E453E5E3EC5AE437B373F5B01B62CB095AD80AEE1C3CE3B,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,348042846,40824004,4283490,4277824,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276123,4276124,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276125,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276123,4277459,4276124,4276122,4276125,4276124,4276099,4233362,4191717,4191082,4191026,4191027,4191026,4149116,434,0,355,325,111,104,101,101,14,1527,4233363,1,9,126,0,0
4241,2022/11/29 07:22:08,NEW_VALSET:PCHEIGHT/344975,FCA7CF0BF4545CE6D2DB2318A24261A860547A369F5FAB6CE8C3F8C4257C0A97,8E419C2799BB6A4F62A33C87C98F1DECC3C0A280C252444577334F0A1E7E08BE,5A22861F57F12829B68A022FB805685A4E5850C3,348042847,40824004,4283490,4277824,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276123,4276124,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276125,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276123,4277459,4276124,4276122,4276125,4276124,4276099,4233362,4191718,4191082,4191026,4191027,4191026,4149116,434,0,355,325,111,104,101,101,14,1527,4233363,1,9,126,0,0
4245,2022/11/29 07:22:52,NEW_VALSET:PCHEIGHT/344982,9E86E7E712CCB2060A992CD2E5FDB22E350E09A49A7BC572D658F4724AA97D05,67F085BD10EF234CAE5F63019BC899993F998B08DD9F9E4951048259EB09E9D8,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348042848,40824004,4283490,4277824,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276123,4276124,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276125,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276123,4277459,4276124,4276122,4276125,4276124,4276099,4233362,4191718,4191082,4191026,4191027,4191026,4149116,434,0,355,325,111,104,101,101,14,1527,4233364,1,9,126,0,0
4280,2022/11/29 07:27:46,NEW_VALSET:PCHEIGHT/345032,38AB552B97CE20D171CBFD5E8F18F19AD1437AD08E492E23753CA2BFEA4DBDD3,056E6538EE7B5FDA2EED958C8F21399897A067E9BF8DC8F53F7BA4183D602E92,3B9916B501C53E38015676282F14E2AAF025F6C5,348042849,40824004,4283490,4277824,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276123,4276125,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276125,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276123,4277459,4276124,4276122,4276125,4276124,4276099,4233362,4191718,4191082,4191026,4191027,4191026,4149116,434,0,355,325,111,104,101,101,14,1527,4233364,1,9,126,0,0
4299,2022/11/29 07:29:58,NEW_VALSET:PCHEIGHT/345054,37F73CD6FF5BD7BEE36B7D0C94B58DC4CA86576F76C7F88F51038C5942343D8B,ACBEC56C927D1A7D0D2CE1526B846B95B6534DBF329C069BAA6DE22A368735A1,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,348042850,40824004,4283490,4277824,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276123,4276125,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276125,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276123,4277459,4276124,4276122,4276125,4276124,4276099,4233362,4191719,4191082,4191026,4191027,4191026,4149116,434,0,355,325,111,104,101,101,14,1527,4233364,1,9,126,0,0
4322,2022/11/29 07:32:45,NEW_VALSET:PCHEIGHT/345082,073E6B956A02713FEA2C331DA5D82905074EC5B6CD72569A9392B7AEB1DDE5EB,2726122CCEE33C89976615B9750A74832076D4164068958390A9E3EF4D27B946,305013CCA69866DA942265649D56B57D4F2545CC,348042851,40824004,4283490,4277824,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276123,4276125,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276125,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276124,4277459,4276124,4276122,4276125,4276124,4276099,4233362,4191719,4191082,4191026,4191027,4191026,4149116,434,0,355,325,111,104,101,101,14,1527,4233364,1,9,126,0,0
4359,2022/11/29 07:38:26,NEW_VALSET:PCHEIGHT/345134,30731934A797B7896684816D77F8177A22C4E835FA72EB8175BA4DC26F58B224,D76C7A3C19A885803965EBB946A48B220223F3A6C62332785744CFC337304CC0,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348042852,40824004,4283490,4277824,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276124,4276125,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276125,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276124,4277459,4276124,4276122,4276125,4276124,4276099,4233362,4191719,4191082,4191026,4191027,4191026,4149116,434,0,355,325,111,104,101,101,14,1527,4233364,1,9,126,0,0
4360,2022/11/29 07:38:32,NEW_VALSET:PCHEIGHT/345135,19C28E6E2F54BE39AB1A8B9C441BB56850D1186627731E7A53C462B81A12FC1E,502B03BA716C2CAA426DCEFE259DF548B6D698A7AFA0AA9BE4066A2897958026,42890EEA7E9B02890605135356D90B6433A47749,348042853,40824004,4283490,4277824,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276124,4276125,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276125,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276124,4277459,4276124,4276122,4276125,4276124,4276099,4233362,4191720,4191082,4191026,4191027,4191026,4149116,434,0,355,325,111,104,101,101,14,1527,4233364,1,9,126,0,0
4396,2022/11/29 07:43:01,NEW_VALSET:PCHEIGHT/345182,32D67CB1D7E475F42C522F343478E9B5E8DCE852CE161E2CDDF26A3DE96A68AE,ED8A90172752B339BD5627BBBB3685DDDFFFA686AA99E7292844E4D07A61B987,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,348042854,40824004,4283490,4277824,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276124,4276125,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276126,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276124,4277459,4276124,4276122,4276125,4276124,4276099,4233362,4191720,4191082,4191026,4191027,4191026,4149116,434,0,355,325,111,104,101,101,14,1527,4233364,1,9,126,0,0
4417,2022/11/29 07:46:16,NEW_VALSET:PCHEIGHT/345215,171CF0EFB8DFCDFDC50FB64514D6E20CC1072F7EC9901C42362AF3D2F9421953,00C4C01946BCA60D75DC085BF4A6DFF757EE314200C760508A2B0EAEB04BBDE4,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348042855,40824004,4283490,4277824,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276124,4276125,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276126,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276124,4277459,4276124,4276122,4276125,4276124,4276099,4233362,4191721,4191082,4191026,4191027,4191026,4149116,434,0,355,325,111,104,101,101,14,1527,4233364,1,9,126,0,0
4431,2022/11/29 07:47:49,NEW_VALSET:PCHEIGHT/345232,2733E5E2C2E903FEE33B7D6B03CDB6419891917A7F6370F328F2D19EADD0DAA1,BDD8784D978832C5454C85C807B1F5E52D0B1AFAD13E816B4A6249ACD8FC6C52,4544EF788285E35826DB28EC62FD704554CC7156,348042856,40824004,4283490,4277824,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276124,4276125,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276126,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276124,4277459,4276124,4276122,4276125,4276124,4276099,4233362,4191721,4191082,4191026,4191027,4191026,4149116,434,0,355,325,111,104,101,101,14,1527,4233364,2,9,126,0,0
4436,2022/11/29 07:48:19,NEW_VALSET:PCHEIGHT/345237,87A64067033830F985B2E4163ACE59E04A3F42773D9BAF17A7C055865C7BA353,0976E68D02714453D5A59AF9E857432D110503FA2819CBF52438BEFDFC536240,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348042854,40824004,4283490,4277824,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276124,4276125,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276126,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276124,4277459,4276124,4276122,4276125,4276124,4276099,4233362,4191721,4191082,4191026,4191027,4191026,4149116,434,0,355,325,111,104,101,101,14,1527,4233364,0,9,126,0,0
4466,2022/11/29 07:52:50,NEW_VALSET:PCHEIGHT/345282,C4B41B7AFEDA7C7E957E970B300656C75217D76F346254DFE3BC665CD4DE1B37,AAF301914BED8E8B4F083BA5F72F6873EDFBE9E53F0A35A5044C6C33F8E0F980,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,348042855,40824004,4283490,4277824,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276124,4276125,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276126,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276124,4277459,4276124,4276122,4276125,4276124,4276099,4233362,4191721,4191082,4191026,4191027,4191026,4149116,434,0,355,326,111,104,101,101,14,1527,4233364,0,9,126,0,0
4483,2022/11/29 07:54:46,NEW_VALSET:PCHEIGHT/345301,A7A95602167455BF8971751B30075AC2622519D921A76F163ED5D191739D6869,48B7041273584DA7181D28D2BBA560D218483777C6B0F5469B59596DC424DB55,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348042856,40824004,4283490,4277824,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276124,4276125,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276126,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276124,4277459,4276124,4276122,4276125,4276124,4276099,4233362,4191722,4191082,4191026,4191027,4191026,4149116,434,0,355,326,111,104,101,101,14,1527,4233364,0,9,126,0,0
4500,2022/11/29 07:57:50,NEW_VALSET:PCHEIGHT/345332,35F961CB6ECF00F62C8F724A403304E3DD1D78B9FEE5EA1E3498A4A26B48C26B,D6804AE78B7258B771AEBDDEF989D4C18A7BAF2BDCC2F58246725806DA5A2DE4,5BED074FAD72B341DE26B43628F2FE0917AC1D63,348042857,40824004,4283490,4277824,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276124,4276125,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276126,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233362,4191722,4191082,4191026,4191027,4191026,4149116,434,0,355,326,111,104,101,101,14,1527,4233364,0,9,126,0,0
4535,2022/11/29 08:02:26,NEW_VALSET:PCHEIGHT/345375,C926FF4AD6211DF325F301218B20F15C54BB11240C40FDF1115C2F5BD912B35C,51056EE223FD39995C2F442B26B9027EEB70CA1482E74B04BBBFABF2A1D46D0D,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,348042858,40824004,4283490,4277824,4277547,4277565,4277387,4276262,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276124,4276125,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276126,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233362,4191723,4191082,4191026,4191027,4191026,4149116,434,0,355,326,111,104,101,101,14,1527,4233364,0,9,126,0,0
4540,2022/11/29 08:03:00,NEW_VALSET:PCHEIGHT/345382,89826ABA50676CC2FDA32D3D72810804B89D239612DF68DCD2515AE6E1C96599,D8262FEBC35D27394E3F3C63B2763C1EE0813EC5168C55C01C311CA6C935C281,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,348042859,40824004,4283490,4277824,4277547,4277565,4277387,4276263,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276127,4276124,4276126,4276125,4276124,4276125,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276126,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233362,4191723,4191082,4191026,4191027,4191026,4149116,434,0,355,326,111,104,101,101,14,1527,4233364,0,9,126,0,0
4577,2022/11/29 08:08:15,NEW_VALSET:PCHEIGHT/345433,FE4E60E9C9DD085DDF1F00BD275A88B40EED6F20E511A70A3A8BA954CBC2537A,4A32CB9B3CC9C6F0FB9BECC0243435B5B3B2BC54EA4F317EADB8082BADB27D4F,B45362A682176E95B35B2084405D4F50A77F9CCA,348042860,40824004,4283490,4277824,4277547,4277565,4277387,4276263,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276128,4276124,4276126,4276125,4276124,4276125,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276126,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233362,4191723,4191082,4191026,4191027,4191026,4149116,434,0,355,326,111,104,101,101,14,1527,4233364,0,9,126,0,0
4578,2022/11/29 08:08:21,NEW_VALSET:PCHEIGHT/345435,0DD39E85A1D3EF1A12F32D0181F9C78D0B0F41BB8DFF143CE7EAD66033337FBB,CD76059E9E8A9F114F823A56857248B6A82D7242F387514D3AA9DCF919A48B46,C759989AB500EDF629C4CED1267CA30F660E4024,348042876,40824004,4283490,4277824,4277563,4277565,4277387,4276263,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276128,4276124,4276126,4276125,4276124,4276125,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276126,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233362,4191723,4191082,4191026,4191027,4191026,4149116,434,0,355,326,111,104,101,101,14,1527,4233364,0,9,126,0,0
4595,2022/11/29 08:10:12,NEW_VALSET:PCHEIGHT/345455,1DAB9E28ACC3B72E4FCC661A19CD74052AD61E3A61559F52930BB59B1BF26604,6D8983CA21227A1A1EF5E46976A824A2F88E76188D3E850A0B5F13922727EBE0,4544EF788285E35826DB28EC62FD704554CC7156,348042877,40824004,4283490,4277824,4277563,4277565,4277387,4276263,4276162,4276153,4276135,4276136,4276132,4276132,4276130,4276125,4276125,4276125,4276125,4276125,4276124,4276128,4276124,4276126,4276125,4276124,4276125,4276124,4276123,4276126,4276123,4276123,4276122,4276125,4233360,4276123,4276126,4276124,4276123,4276126,4276126,4276124,4276125,4276124,4276124,4276123,4276124,4276123,4276123,4276123,4276122,4276121,4276121,4276124,4276123,4276122,4276122,4276123,4276122,4276124,4277459,4276125,4276122,4276125,4276124,4276099,4233362,4191724,4191082,4191026,4191027,4191026,4149116,434,0,355,326,111,104,101,101,14,1527,4233364,0,9,126,0,0
