block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,4544EF788285E35826DB28EC62FD704554CC7156,E16AD113B8727E1AF9CA7C9195DBBA5FF6139828,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,F98B3014AF2F2A5C8852263D65A0B679FB799B8C,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,C02344F67415074C43EA1B5B2063FC996329C6E1,DC00DA048EC40BF29530626601840B18F48AC8A5,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,D656D8F9C06C6F153CA1727CE3EBB05BF1567438,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,0DA35960AC73947F415949EDAF885E1A9A186370,1E3AFDD98E0E1AEB50E7E7BE7BB78B71AB9FE1BA,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,3B9916B501C53E38015676282F14E2AAF025F6C5,D4686840675436000E9B33B8A58193B9406ADDA3,103CC3FC5E90C04EE208BD0716DC889552926EF8,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,671C08BB55C1C242DC5A342889CD8C0071893FF9,76D9967474B62835E703A577101D1FD35F84D36B,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,9797557328079BB3D3E588DAD873F0EA6C098C10,CDA3887D2F0865E84BAC9C8241D4B5FF39591D28,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,B4775B0FEBDFE023D6E24748BDD0B39F8366A8DD,E12D86AC279259CBB0CC1D2C5DA9FADE3FD8D24F,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,D5D3EB2E5E2360782FAFAB7C0B3C45BFFB1587AB,3D42458DD811C921CDA2A080FB018CBBA2B91CFD,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,AA77A443F849606A4A8EB1639752068C1A2EEA5E,71F5F0A14FA5CA88122A26569B0C3A9E3C6E5CAF,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,214752CFB2CD5CB00EC625739C224AA406226D0E,55EACF6E14726E13F973903614087867404DF2CA,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,97075D998C11771B38AAA0ACFBFDF09EED078BC9,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,D02B29F69E6BFC3E241F38162E82EE4C78D8DDA9,D0639638EF73670D4813E9D034F4499667B3BE7E,361FD80BB7893C4B4104D0D7A8C931F362D170D8,1FE501A7E4CF0498BB3AB22F64D412C813F81119,DB5EF3A174014515A046E80E3164E22414123614,BACE01F066D7C3344AA194E1A1B6FBF6FE8EBE1C,BE4D9D67579D9E9ECFD32B39AB2EAF988FA7A956,C759989AB500EDF629C4CED1267CA30F660E4024,42890EEA7E9B02890605135356D90B6433A47749,CC05882978FC5FDD6A7721687E14C0299AE004B8,305013CCA69866DA942265649D56B57D4F2545CC,7B0DE97C082AE7911928004FE8B145AA1FF56038,C43B466D9C3A60859B66A48E0B54C662BC701FB5,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,59CC9F852235473DF57BCEF37C60F3A29DB36811,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,87D9AEADEB9E7EA51FBAB0FD07FC5BEDCF7AD384,52EA1C24DA94C67A8FED7C46E18A1CFC476D5717,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,003E6F7A2FD88BAA3E2117945671FE0D994E171D,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,7A6A631756F2B240CBDFA81DF654DABA599C0F33,0385B199514F483871B7B801A923BF53977B2916,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,6D9D14A2729BA5F02AF203ABAFD5CE8284DD2670,9B54909B390DDDE5EC01413630450C9044EF8E2E,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,292B3711E4423C2F47B7BE58BF72EF2BD0770CF0,E63597E3F46F3A8C82379A72D37FD7D280E832FA,24FB157F1CBAE56079359C2612FE67712CE96426,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,16625311355C4993FDA69D218875CAEB783F66D5,03EABFB8409C4F62A732A3D728ACAA2E13403F50,52479C885E73D2F570D47E5F0433785051350DD1,D9448D1A507A0F792C25F4FEAE01DDBC4748CA82,A1B94806551D25A8B9C4B550EBEC1E9B19611A35,98051EE9D111826D0A03BBDD0334C7C246FC4636,95E3F1574DDB503F0380D98A976E0CF8469B874F,5BED074FAD72B341DE26B43628F2FE0917AC1D63,79FA40E44DECB3893E3646B58AA13C7FE898BE91,5A22861F57F12829B68A022FB805685A4E5850C3,FDE7B9EDA5E8D918BA04235FA304AA3CE82C04C1,96884BE29D4D231AFB90D034748286D51A6BE943,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,35D295C1BA718DA91BFE341AC3DE09B7966921C9,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,23D4A4484D4D868427369088C4D0A2E56DAAF465,74E05D7EAFA7BBEA4B22A2AFFBB1CA6F97470B35,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,87E92A42607017088F85061E20727BE3CFF61999,8A73C4B75E360FF191B844A61B8845A0AD65D208,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,E2CDB3113C0392603810E16929C86C013A46F540,DDF94D41B15E7A77122259D83B2BDCF474540337,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,F7DF9EF920DFBCDCA1F382151685A69500BAF630,9B2D81FF1268365847546044CBAD688382D6B664,F54306AE4536A8818B3BCB46D156403FCE944650,0E311E3634B0F6F5959F9394577233D6882625D0,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,3CC44C72DFD38D8538F1AC2443E540CCA730261C,874FBE7FC240F1F43FA54F82F94017D55BA9A4DF,B45362A682176E95B35B2084405D4F50A77F9CCA,FD9B65D22E19A8A6D34E02491CCDA7F4D0C48BC5,92E7331517D289430B70AB407BF9FA797403A470,93F3ACB2D3DD657C069E80405D37CEFCE5DEB2AC,8951CFD2B94DE0CF7BFF747C367F85095B83EB28,6B1CC4FF7E65DDAEA347F0DBA0DE8911139D3241,279009E814C0F2CE0B21E565512DBF4DCE9923C3,6406B7B10A978323E679E226F0D3546E0470B864,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,F649FD83C9557B080DBA654B506634F8AD87555F,1221F0F28823F9D5239F0B2CB9575944AA23E61A,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,C56B6EDB0F598797F625C717A740658CFDE49F86,7149CA24B79EE0E073B9ED04C232A9E9753FBAC9,5DEF681F8F155ACB4939294C20DF4FF00E8680B4
160698,2022/11/17 21:15:46,NEW_VALSET,8AA6D825C76506A1569D327C3B18D6BD0DEC175DEEC2163F91659C7B273CFE53,B4CC551014EE43C246A05732FA0CEE0E10F6432D46FA42D26C92FAB3BD50DDF5,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106579,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,53,50,50,50,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,50,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,50,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160734,2022/11/17 21:18:48,NEW_VALSET,55ECA372A18164D3E03477C02D5E68A377085D9F6FD5DE2940A639FDEA24869B,5239F5ADEB97B422B63CD6D7CC8CD76301F0B9A3915A3B300E07E66AA85EA6BA,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106580,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,54,50,50,50,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,50,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,50,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160770,2022/11/17 21:21:50,NEW_VALSET,57B59FA87DD1B175A1961ECCE8682E23497E5C7F890C63954DC945BBCA4BD3C2,8FB0ECAACB66506E162B25048650891813A2224525007A9D474E4FDF22D3609C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106582,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,56,50,50,50,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,50,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,50,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160806,2022/11/17 21:24:52,NEW_VALSET,1FD7885DA51FA21BC32E79F5E9E6B87DB12BA0D8F6FA3A1162E3D91990E37B15,2924CBBD0B06D8E77112ABDD19AC8027E0B429F9ACBA03CAE06862850CF770ED,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106586,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,60,50,50,50,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,50,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,50,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160878,2022/11/17 21:30:55,NEW_VALSET,64C42B4C447D69A38261037122C4E65D01E82FA08F5DBEB4B68F3248B9ADF768,1D6CEBD1AFCABA8F7A171B532D67D6603BEF999B32603E73B5366B830D0676FA,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106587,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,60,50,50,50,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,51,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,50,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160914,2022/11/17 21:33:57,NEW_VALSET,F16F3E971EB95E05A6E3ED06DE3F1D0BF40FBDF0372A48E385EFE0BBCBA10B53,3A6627E23E10B41E40DFBE15041E48B4EF12676356C65B9F180F8C9507A9F1EC,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106589,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,60,50,50,50,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,53,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,50,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160950,2022/11/17 21:36:59,NEW_VALSET,A17A5851FD9609F1612C8E2C3D8CE5610FDA8B572F7AD6D554C7750E156B3298,BF9D5AC63CD787CE66A7DD476E6300A34D8C7515AAA4F15749D19B7323B50C69,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106590,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,60,50,50,50,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,54,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,50,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160986,2022/11/17 21:40:01,NEW_VALSET,945E77F3F1089C666953EE3B5E1834FAFB14D5AB204BDEA1C1D1D920E907F8E0,B55480DBAF5B00DDDADC717F59A67794CE86527E61C35064BD844F30BC1888E9,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106592,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,60,50,50,50,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,56,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,50,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161022,2022/11/17 21:43:03,NEW_VALSET,B795FC41F01094EBD9EBF380186D5D954E23A386E037CEB9386A9D2F9787C5B3,5371A2E2B3FA749EA003C904F2F74875B42CAF026DD30771476A1E37262B78CE,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106596,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,60,50,50,50,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,60,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,50,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161094,2022/11/17 21:49:07,NEW_VALSET,B65D2F5B115B613BAD0D164F9E100DA4CB2C3D3FD2288DC041E891C36F479B47,EF2264AE205DBC9F25ED3EE7854162FB869736A4FF9F9B6F25D59905465A028D,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106597,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,60,50,50,50,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,60,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,51,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161130,2022/11/17 21:52:08,NEW_VALSET,66CDB6507B93066C55C1B889B28B7F4B72B5E703D425DDBA90FD2489B064B23F,B535F6D2AAE267BC488D99EF8197D561D5CC9EED8ED9F56D9ECAED790DD0EF8F,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106599,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,60,50,50,50,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,60,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,53,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161166,2022/11/17 21:55:10,NEW_VALSET,D7EFAE5207100238345EB55B513967F3C3C7DFD7B73778AD2F994551A59C2752,F09D198D69BE9EE81A75734100B884FE376146E22E9C8CFCA57EE92CCB9BEDE3,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106600,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,60,50,50,50,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,60,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,54,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161201,2022/11/17 21:58:07,NEW_VALSET,E39D3B1A13978BECB059A6EACE27A285A8B2D7E1041D62573655D622FE7654D4,C50EC001396B60731BF9277CDA2BE8B37C32DA5F089BF7A0BD72D3096E98DD58,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106602,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,60,50,50,50,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,60,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,56,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161237,2022/11/17 22:01:09,NEW_VALSET,D29DA01A9AF8A8F27E8A0F0705367632D6921E55F0EF99CDFC2BAB2BCADF035F,6A00B5AF0C91AD54446BA68EFD18CD18E18219731F2789DFCF61F67A1F80F63C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106606,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,60,50,50,50,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,60,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,60,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161309,2022/11/17 22:07:13,NEW_VALSET,781891DE9A351A82748FE4E8922D99D5D40C04EA11C9EED5153D0987199EE535,21AB2615FE530840A9F2C3E81F254146681AAC974E6ABC111B09BFDEBAB592D8,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106607,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,60,50,50,51,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,60,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,60,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161345,2022/11/17 22:10:15,NEW_VALSET,D4B8FF5A39EDEBB467FA0D8B4731F7DDD5049C3BEC9CD2D7BC9D46DDCA19C854,308C7FB141499E135CD057AAB52337ED0FE74FBB8AC3B80F7C516C548DCB332E,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106609,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,60,50,50,53,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,60,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,60,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161381,2022/11/17 22:13:17,NEW_VALSET,2644747D7DB289348B9B8EF69B268FABC49989E590E67E01A5308BE76253318E,8FFEDF769BE074870305772F29C46CFEF7642E1FB09306F9439A9CEE5E9370F9,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106610,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,60,50,50,54,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,60,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,60,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161417,2022/11/17 22:16:19,NEW_VALSET,2F2132183F4443267F744460B92A3C2031B453EE52D2F7F611DED01868633693,78F54206F793039599601F0A441386E265928D88C5581F5E754278DF59160739,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106612,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,60,50,50,56,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,60,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,60,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161453,2022/11/17 22:19:20,NEW_VALSET,A1A06382B029426685A3597735697D4B990A8ED0EBD34F3CFAA2FB5198D1C8F4,56EB740FA2A1FEFBE520AD7C1ED4007352EB4E3160D1E2200FE00B7D4FBE3557,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106616,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,50,50,64,50,50,50,60,50,50,50,60,50,50,60,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,60,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,60,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161525,2022/11/17 22:25:24,NEW_VALSET,D173A1C3F0FE387CD25BD97AAEA1B91B8B9A4035BB34C0659B19B33B4905E693,112393FE470D63FD2E0AF3146B47227DCA3477306D3B52BC2CEC691D52AE9D0A,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106617,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,51,50,64,50,50,50,60,50,50,50,60,50,50,60,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,60,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,60,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161561,2022/11/17 22:28:26,NEW_VALSET,788CC172EC21FCC0D757F67C4D7F6ABC18DD3D53ACB78C2D33E354BE929FCED7,8A7500AFE2272A072D731DF541FE83395D2967981FB146D63C91C7C36BBF5075,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106619,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,53,50,64,50,50,50,60,50,50,50,60,50,50,60,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,60,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,60,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161597,2022/11/17 22:31:28,NEW_VALSET,16909154FAB4FF9E017B2FDE9E02D4A39053440E8111F6FA6C067C438A4B3219,D26AEA0D9DC649E713DD369D5EC48D93F1A5E3C2945D1328778813A33217892C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106620,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,54,50,64,50,50,50,60,50,50,50,60,50,50,60,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,60,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,60,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161633,2022/11/17 22:34:29,NEW_VALSET,1E1F0DCDAB806FAA68FE7D917A0DBF1F4B2DDE69A4DE257A53483BCE342E7822,1679248FC0EB8BA1663D4D8698F8B5F1B3ACC6FBCDEA448D88D9565D6946D95A,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106622,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,56,50,64,50,50,50,60,50,50,50,60,50,50,60,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,60,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,60,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161669,2022/11/17 22:37:31,NEW_VALSET,3FB0157FF07D8402F2FDE59E7161BD4DB1B6F78D5F6F29A10A75EBFCB64E66F9,6544EBF8858A55E34B7CC8779AE6A2070C72B38AEC61D240F5BFF1226BFF1A6E,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106626,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,60,50,64,50,50,50,60,50,50,50,60,50,50,60,50,54,59,50,50,50,50,53,60,50,50,52,50,50,50,0,60,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,60,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161740,2022/11/17 22:43:30,NEW_VALSET,6221935C76C6014D4A3C5429A6D565B1ACDD0CDB0A7A1B2AF1DD471DD721F89A,965C1BC4CA84F3402704DA6E1CE9B2C3E7084AA8BDA05CEFEE0527B22F03C6EE,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670106627,670100004,50,52,50,0,50,55,418,52,70,50,0,113,784,50,300,50,60,50,64,50,50,50,60,50,50,50,60,50,50,60,50,54,59,50,50,50,50,53,60,50,50,52,50,51,50,0,60,50,52,50,50,50,50,0,52,60,50,50,0,50,310,50,50,50,50,0,60,50,50,0,52,60,56,0,50,50,50,50,60,0,50,50,50,50,50,54,50,50,60,52,0,0,60,0,50,50,50,56,60,60,0,54,97,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
