block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,0DA35960AC73947F415949EDAF885E1A9A186370,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,372D1BB96574A4F382BCC2E9E5DC1A71CC6B0CE9,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,96884BE29D4D231AFB90D034748286D51A6BE943,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,E63597E3F46F3A8C82379A72D37FD7D280E832FA,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,671C08BB55C1C242DC5A342889CD8C0071893FF9,F54306AE4536A8818B3BCB46D156403FCE944650,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,0E311E3634B0F6F5959F9394577233D6882625D0,16625311355C4993FDA69D218875CAEB783F66D5,1C4A305A101EDFB122E8C15289F036C98986FCDB,305013CCA69866DA942265649D56B57D4F2545CC,76D9967474B62835E703A577101D1FD35F84D36B,97075D998C11771B38AAA0ACFBFDF09EED078BC9,C759989AB500EDF629C4CED1267CA30F660E4024,DDF94D41B15E7A77122259D83B2BDCF474540337,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,E2CDB3113C0392603810E16929C86C013A46F540,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,003E6F7A2FD88BAA3E2117945671FE0D994E171D,0385B199514F483871B7B801A923BF53977B2916,103CC3FC5E90C04EE208BD0716DC889552926EF8,214752CFB2CD5CB00EC625739C224AA406226D0E,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,42890EEA7E9B02890605135356D90B6433A47749,4544EF788285E35826DB28EC62FD704554CC7156,5A22861F57F12829B68A022FB805685A4E5850C3,5BED074FAD72B341DE26B43628F2FE0917AC1D63,6406B7B10A978323E679E226F0D3546E0470B864,8A73C4B75E360FF191B844A61B8845A0AD65D208,95E3F1574DDB503F0380D98A976E0CF8469B874F,98051EE9D111826D0A03BBDD0334C7C246FC4636,9B2D81FF1268365847546044CBAD688382D6B664,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,B45362A682176E95B35B2084405D4F50A77F9CCA,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,3CC44C72DFD38D8538F1AC2443E540CCA730261C,52479C885E73D2F570D47E5F0433785051350DD1,59CC9F852235473DF57BCEF37C60F3A29DB36811,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,7149CA24B79EE0E073B9ED04C232A9E9753FBAC9,7B0DE97C082AE7911928004FE8B145AA1FF56038,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,9797557328079BB3D3E588DAD873F0EA6C098C10,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,C43B466D9C3A60859B66A48E0B54C662BC701FB5,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,3B9916B501C53E38015676282F14E2AAF025F6C5,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,657CB53BCDD047092A840BA12B894D6A079C05ED,D4686840675436000E9B33B8A58193B9406ADDA3,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,DEF5A8B2156AAB712067DDB2EB27AF646FC6235A,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,BE11EA8919773D1D972D5B74EABC964BFC51C72D,7A6A631756F2B240CBDFA81DF654DABA599C0F33,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,5DEF681F8F155ACB4939294C20DF4FF00E8680B4,CD9E234ED9742A341A67EAEC1A0B2D97CC89663C,D269A81C7741F458C31DB7FB14C58176421FB2F8,03EABFB8409C4F62A732A3D728ACAA2E13403F50,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,365464D12717C9A89840B13C0E7B0C602FB01B37,1F72BBF37E781D570EF316BFCE2A3BABD27E3BF7,CC05882978FC5FDD6A7721687E14C0299AE004B8
5551,2022/11/29 08:30:54,NEW_VALSET:PCHEIGHT/339745,F38F3CA4BB29F6D46DE7B4695F54EE0FE09D5D39BCBE743F7E576CE286D05303,B33B3520615D2BB163D921127E365A67B209B006D898180A59DD7CE6A4C1FBF7,657CB53BCDD047092A840BA12B894D6A079C05ED,348040768,40824004,4283459,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191653,4191078,4191027,4191026,4191026,4149115,434,355,325,1365,109,104,101,100,0,12,1,4233362,0,0,0,0
5552,2022/11/29 08:31:00,NEW_VALSET:PCHEIGHT/339748,D40830CE8E38E9FA73FB1F207528D1F4732C3EA48195FEC2AAAD72715DAE7F25,77A9FFB45E2FCB2C57A2C459689F231C9F0780EF3A33B146F2EC360BE8A61611,D4686840675436000E9B33B8A58193B9406ADDA3,348040769,40824004,4283459,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191653,4191078,4191027,4191026,4191026,4149115,434,355,325,1366,109,104,101,100,0,12,1,4233362,0,0,0,0
5553,2022/11/29 08:31:06,NEW_VALSET:PCHEIGHT/339751,550AAFAAB26A953B69BC58025A2791F14ABA4031E1812B41A05FA2E87DAE13A5,8149DA481969B44CAB8AA6D33DFD826550936620E9790673A0FA27CF07F0F8B1,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348040770,40824004,4283459,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191653,4191078,4191027,4191026,4191026,4149115,434,355,325,1367,109,104,101,100,0,12,1,4233362,0,0,0,0
5555,2022/11/29 08:31:18,NEW_VALSET:PCHEIGHT/339753,EA7E143BF47067A474ECA575CC71D5B6A538D1719032AC57BEDB8D42F7DD85EC,50BA2975810BEADA948E1C908BE4C614164865E7191B8D1299D8294DBB2CAFFA,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348040771,40824004,4283459,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191653,4191078,4191027,4191026,4191026,4149115,434,355,325,1368,109,104,101,100,0,12,1,4233362,0,0,0,0
5556,2022/11/29 08:31:41,NEW_VALSET:PCHEIGHT/339754,317D977614B61FC7887667F9AC9FCB2AF75F69AF66395E54087E76D1D0932FEC,4C395B167B686410A562352973989DD14621FF37E718668394C4A48F49E6E358,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348040772,40824004,4283459,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191653,4191078,4191027,4191026,4191026,4149115,434,355,325,1369,109,104,101,100,0,12,1,4233362,0,0,0,0
5557,2022/11/29 08:31:58,NEW_VALSET:PCHEIGHT/339757,958EF9F048E3339A2F9EEEC83ABE40E38BA04E4B83B5CE91F95412C80835D106,F984B4EA577A9A0DF42566A144F998EA0178C9AB258A5C087C56B2A474F147B3,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348040773,40824004,4283459,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191653,4191078,4191027,4191026,4191026,4149115,434,355,325,1370,109,104,101,100,0,12,1,4233362,0,0,0,0
5559,2022/11/29 08:32:15,NEW_VALSET:PCHEIGHT/339758,4A14900DFC62947D7FF0551E4C2C0322D98C1CEFC30D5ED2B9A2542954DFFFE3,42A6144B513F78CEF18968B0127ACD5E4E00E7EE2F76E4E5FD1C0427B33819A6,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,348040774,40824004,4283459,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191653,4191078,4191027,4191026,4191026,4149115,434,355,325,1371,109,104,101,100,0,12,1,4233362,0,0,0,0
5560,2022/11/29 08:32:21,NEW_VALSET:PCHEIGHT/339760,ABEC1A0ECDAFFCAC86C962E9EC0A9379365C3F1A1185242E85DB27B456271B86,BC8BC576F44F6B121F3CBC7BFA21ECD7DC812B99412CEF4F0BF8A77CBCF3A618,0DA35960AC73947F415949EDAF885E1A9A186370,348040775,40824004,4283459,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191653,4191078,4191027,4191026,4191026,4149115,434,355,325,1372,109,104,101,100,0,12,1,4233362,0,0,0,0
5561,2022/11/29 08:32:27,NEW_VALSET:PCHEIGHT/339763,9D94AC4E971C73C0C4318521A82547DBCA5C93DC55F9233E18FD36758F4F9072,01341047F9FDE52AB80D88348D407DE54219ED2754D7D0658C97AD25AF02D671,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,348040787,40824004,4283469,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191653,4191078,4191027,4191026,4191026,4149115,434,355,325,1374,109,104,101,100,0,12,1,4233362,0,0,0,0
5562,2022/11/29 08:32:33,NEW_VALSET:PCHEIGHT/339765,C0CDE9741C120B1FDA69F0DC5286074B25B474CE011D0B8DC97C2C3D4935E905,18C40ADEEACFBD25DC76E981D9DB8F1692129AC841E5159FB8AE4C8AF6092BF6,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,348040788,40824004,4283469,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191653,4191078,4191027,4191026,4191026,4149115,434,355,325,1375,109,104,101,100,0,12,1,4233362,0,0,0,0
5563,2022/11/29 08:32:39,NEW_VALSET:PCHEIGHT/339767,A3EF9A86340120A1BBFD9A164B1402F8C8CF109211A49F9D52F20A1851858C67,BB1FC0E0843C296A45F3D12DCA1EC5B75CC6C7CCDAECA6D26946FF7961322944,372D1BB96574A4F382BCC2E9E5DC1A71CC6B0CE9,348040789,40824004,4283469,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191653,4191078,4191027,4191026,4191026,4149115,434,355,325,1376,109,104,101,100,0,12,1,4233362,0,0,0,0
5564,2022/11/29 08:32:45,NEW_VALSET:PCHEIGHT/339769,9E7467AC406DBE0145E272C7F294CBEF651C36CB13D2693E276A04490377AB39,004587392F376321286D45BB9C32BB25847106EE78EEC767587D0D2E0BCE9F1F,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,348040790,40824004,4283469,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191653,4191078,4191027,4191026,4191026,4149115,434,355,325,1377,109,104,101,100,0,12,1,4233362,0,0,0,0
5565,2022/11/29 08:32:51,NEW_VALSET:PCHEIGHT/339772,1F1F7CF83BAFC822A22B2DDF9C3451E4D8B83E218D260342C3232617A71FC8D7,11EE45AA21C51C6F902A1DF58E65B9AC6745A2FC97254720F68FAE4F27D8289B,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,348040791,40824004,4283469,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191653,4191078,4191027,4191026,4191026,4149115,434,355,325,1378,109,104,101,100,0,12,1,4233362,0,0,0,0
5566,2022/11/29 08:32:57,NEW_VALSET:PCHEIGHT/339775,AB17A4EA1337206C2521AAEBDE76B8D2E9E244B19CB70AAA471203D486A20CCD,3AC682185A933360666B5CD50E29F2976779B028A992CEFC8269AACAE3B0FDE2,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,348040792,40824004,4283469,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191653,4191078,4191027,4191026,4191026,4149115,434,355,325,1379,109,104,101,100,0,12,1,4233362,0,0,0,0
5567,2022/11/29 08:33:03,NEW_VALSET:PCHEIGHT/339777,8D276935B02A84DBB3218181B1D663AC55960472D8F865675C764F0132232A1D,69DBC74E259C237B0D0104C704C56AE17DEBE01783653D127CA580562ABBCB18,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348040793,40824004,4283469,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191653,4191078,4191027,4191026,4191026,4149115,434,355,325,1380,109,104,101,100,0,12,1,4233362,0,0,0,0
5568,2022/11/29 08:33:10,NEW_VALSET:PCHEIGHT/339779,29956E0E1C346FC30F9B31F4C752DAF3BAED262764B16244B1DDCF930B09B169,118736D93BC80981FB87F9A713A6C64A5FFB6F923CF5E0B4026C3377D91FC0DE,E63597E3F46F3A8C82379A72D37FD7D280E832FA,348040794,40824004,4283469,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191653,4191078,4191027,4191026,4191026,4149115,434,355,325,1381,109,104,101,100,0,12,1,4233362,0,0,0,0
5569,2022/11/29 08:33:20,NEW_VALSET:PCHEIGHT/339780,185598EAFC2A9426F9A82DE40A72B915150F797F94ED87E4E3DC839EE25AE1A0,60BA8BC6D8326A010FD4F5EB51D445D7C49158BE38E6E16A626DE5980E8F4209,E63597E3F46F3A8C82379A72D37FD7D280E832FA,348040795,40824004,4283469,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191654,4191078,4191027,4191026,4191026,4149115,434,355,325,1381,109,104,101,100,0,12,1,4233362,0,0,0,0
5570,2022/11/29 08:33:26,NEW_VALSET:PCHEIGHT/339781,03C99889563C5CDB635003F926D6456DD8A16E33368AFB5BD744CA8C56D65453,56B363C543F19088CBADCBF8FBCA343D8483AB97831965790A8F06248B2BF6D2,9797557328079BB3D3E588DAD873F0EA6C098C10,348040806,40824004,4283479,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191654,4191078,4191027,4191026,4191026,4149115,434,355,325,1382,109,104,101,100,0,12,1,4233362,0,0,0,0
5571,2022/11/29 08:33:39,NEW_VALSET:PCHEIGHT/339783,8EF6AF7992EFF9D1CDFDD141A13B769665D58BD90EDF99B9D08866D69FD63961,4DF9DCD159C7547342C074D343837F87B29BAFE8EE66D41EE41C719F9CABD447,9797557328079BB3D3E588DAD873F0EA6C098C10,348040807,40824004,4283479,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191654,4191078,4191027,4191026,4191026,4149115,434,355,325,1383,109,104,101,100,0,12,1,4233362,0,0,0,0
5572,2022/11/29 08:33:45,NEW_VALSET:PCHEIGHT/339785,EA32B6CD3F4A1A2F316541A57D865EC0FCFC7D6783E802DA3D9B9ADC6B04BC82,10DBD2BB92F5A8EAC347464DF6D3BFE90C57CB771A3EE45005169B1BBEA293B9,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,348040808,40824004,4283479,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191654,4191078,4191027,4191026,4191026,4149115,434,355,325,1384,109,104,101,100,0,12,1,4233362,0,0,0,0
5573,2022/11/29 08:33:52,NEW_VALSET:PCHEIGHT/339787,A1A16C8ED288CDC55DBDBCA9F3BBDADB20C47432241F3AE1DB7D26C4807453FE,7617FB61ADFE75DA1967CBF4B5ADB3DC281627A0A972AD22B85BEA5A958BBA6F,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,348040809,40824004,4283479,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191654,4191078,4191027,4191026,4191026,4149115,434,355,325,1385,109,104,101,100,0,12,1,4233362,0,0,0,0
5574,2022/11/29 08:33:58,NEW_VALSET:PCHEIGHT/339789,672CDD0397CD4B957C8366C7DF7408616050230D14680847FE15DB8586AFFC0D,EC32D22C4E7432B477CB52A34ECA4FB75EE20F8DECFD062611AD35FBEB281530,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,348040810,40824004,4283479,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191654,4191078,4191027,4191026,4191026,4149115,434,355,325,1386,109,104,101,100,0,12,1,4233362,0,0,0,0
5575,2022/11/29 08:34:04,NEW_VALSET:PCHEIGHT/339791,27CB56162F7D2A3B5828B59722ADBCA15D6A153541B3C79ED15DFFBFCE720766,2F1B333F0F6BC6BED85C29D664A57618BD0A78010734B447E73EF01D81E1CF01,7B0DE97C082AE7911928004FE8B145AA1FF56038,348040821,40824004,4283489,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276125,4276121,4276099,4233361,4191654,4191078,4191027,4191026,4191026,4149115,434,355,325,1387,109,104,101,100,0,12,1,4233362,0,0,0,0
